GPPractice/Area,Year,Age,Sex,AreaType,PracticeCode,PatientCount_Asthma,PatientCount_Atrial Fibrillation,PatientCount_Cancer,PatientCount_Chronic Kidney Disease (CKD),PatientCount_Chronic Obstructive Pulmonary Disease (COPD),PatientCount_Coronary Heart Disease (CHD),PatientCount_Dementia,PatientCount_Depression,PatientCount_Diabetes,PatientCount_Eating Disorder,PatientCount_Epilepsy,PatientCount_Heart Failure,PatientCount_Hypertension,PatientCount_Mental Health,PatientCount_Osteoporosis,PatientCount_Palliative Care,PatientCount_Peripheral Arterial Disease (PAD),PatientCount_Rheumatoid Arthritis,PatientCount_Stroke and TIA,Change_Asthma,Change_Atrial Fibrillation,Change_Cancer,Change_Chronic Kidney Disease (CKD),Change_Chronic Obstructive Pulmonary Disease (COPD),Change_Coronary Heart Disease (CHD),Change_Dementia,Change_Depression,Change_Diabetes,Change_Eating Disorder,Change_Epilepsy,Change_Heart Failure,Change_Hypertension,Change_Mental Health,Change_Osteoporosis,Change_Palliative Care,Change_Peripheral Arterial Disease (PAD),Change_Rheumatoid Arthritis,Change_Stroke and TIA,Rate_Asthma,Rate_Atrial Fibrillation,Rate_Cancer,Rate_Chronic Kidney Disease (CKD),Rate_Chronic Obstructive Pulmonary Disease (COPD),Rate_Coronary Heart Disease (CHD),Rate_Dementia,Rate_Depression,Rate_Diabetes,Rate_Eating Disorder,Rate_Epilepsy,Rate_Heart Failure,Rate_Hypertension,Rate_Mental Health,Rate_Osteoporosis,Rate_Palliative Care,Rate_Peripheral Arterial Disease (PAD),Rate_Rheumatoid Arthritis,Rate_Stroke and TIA
Borders east,2022,45-49,All,Cluster,,183,16,34,10,26,16,0,344,60,22,38,10,126,35,0,0,0,10,15,-5.7,33.3,-15,100,0,-5.9,,-3.4,-9.1,0,-11.6,0,-3.1,-2.8,,,,0,0,9.1,0.8,1.7,0.5,1.3,0.8,0,17.1,3,1.1,1.9,0.5,6.3,1.7,0,0,0,0.5,0.7
Borders east,2022,50-54,All,Cluster,,253,20,75,10,44,46,0,477,149,25,42,10,301,40,0,0,5,18,38,-9.3,5.3,-1.3,0,-27.9,-11.5,,-1,3.5,-7.4,-10.6,100,-3.8,-7,,,0,-10,5.6,9.4,0.7,2.8,0.4,1.6,1.7,0,17.7,5.5,0.9,1.6,0.4,11.1,1.5,0,0,0.2,0.7,1.4
Borders east,2022,55-59,All,Cluster,,271,38,129,26,87,136,0,486,203,30,53,18,433,33,0,5,15,28,47,1.9,31,4,8.3,-7.4,-0.7,,3.4,1,30.4,0,-10,5.1,-8.3,,0,0,16.7,0,8.9,1.2,4.2,0.9,2.9,4.5,0,16,6.7,1,1.7,0.6,14.2,1.1,0,0.2,0.5,0.9,1.5
Borders east,2022,60-64,All,Cluster,,237,54,180,44,128,174,5,399,274,13,45,21,614,31,5,5,25,50,93,2.6,-6.9,0.6,10,14.3,5.5,0,1.8,0.7,8.3,4.7,40,-2.5,19.2,0,0,0,0,2.2,7.8,1.8,5.9,1.4,4.2,5.7,0.2,13.1,9,0.4,1.5,0.7,20.1,1,0.2,0.2,0.8,1.6,3
Borders east,2022,65-69,All,Cluster,,223,89,230,84,146,235,16,322,326,5,50,38,819,21,11,5,47,42,119,8.8,-5.3,1.3,5,-2.7,2.2,-20,8.4,4.5,0,11.1,2.7,7.1,-12.5,0,-50,9.3,-2.3,-0.8,8.1,3.2,8.3,3,5.3,8.5,0.6,11.7,11.8,0.2,1.8,1.4,29.7,0.8,0.4,0.2,1.7,1.5,4.3
Borders east,2022,70-74,All,Cluster,,221,155,332,139,196,302,21,259,334,5,45,56,928,28,20,5,48,51,179,-5.6,-1.9,-2.9,-16.8,-6.2,-0.7,-4.5,0.8,-7,0,-13.5,5.7,-8.4,-3.4,0,-50,2.1,-8.9,-1.6,8.5,5.9,12.7,5.3,7.5,11.6,0.8,9.9,12.8,0.2,1.7,2.1,35.5,1.1,0.8,0.2,1.8,2,6.8
Borders east,2022,75-79,All,Cluster,,160,206,296,236,184,326,50,161,320,5,27,69,969,19,48,15,61,64,198,10.3,10.8,15.6,8.8,11.5,3.5,-3.8,18.4,9.6,,68.8,16.9,9.1,11.8,0,200,19.6,25.5,-1.5,7.5,9.7,13.9,11.1,8.7,15.3,2.4,7.6,15.1,0.2,1.3,3.2,45.6,0.9,2.3,0.7,2.9,3,9.3
Borders east,2022,80-84,All,Cluster,,111,205,196,208,116,262,71,81,205,0,10,64,629,10,46,10,45,28,198,7.8,-7.7,0.5,-2.3,-10.1,-1.9,-21.1,-2.4,-6.4,,-33.3,6.7,-0.6,-33.3,9.5,0,-6.2,-17.6,7.6,8.4,15.5,14.9,15.8,8.8,19.9,5.4,6.1,15.5,0,0.8,4.9,47.7,0.8,3.5,0.8,3.4,2.1,15
Borders east,2022,85plus,All,Cluster,,61,248,193,284,103,291,144,90,180,0,10,100,603,5,56,18,49,26,222,-7.6,11.7,-1.5,2.5,19.8,5.4,-5.9,1.1,2.3,,-33.3,16.3,4,0,1.8,38.5,-3.9,13,5.2,5.3,21.5,16.7,24.6,8.9,25.2,12.5,7.8,15.6,0,0.9,8.7,52.3,0.4,4.9,1.6,4.2,2.3,19.2
Borders east,2022,All,All,Cluster,,2572,1045,1719,1049,1047,1801,309,4143,2205,207,512,395,5541,309,186,64,298,344,1133,-1.6,3.2,1.5,0.5,0.2,1.4,-9.4,3,1.1,11.3,1.4,11,1.1,0.7,1.1,0,2.8,2.4,1.8,7,2.9,4.7,2.9,2.9,4.9,0.8,11.3,6,0.6,1.4,1.1,15.1,0.8,0.5,0.2,0.8,0.9,3.1
Borders east,2023,00-04,All,Cluster,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,,,,,,,,,,,,,,,,,,,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borders east,2023,05-09,All,Cluster,,56,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,16.7,,,,,,,,0,,0,,,,,,,,,3.2,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0
Borders east,2023,10-14,All,Cluster,,90,0,5,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,,,,,,,-100,-50,-100,-33.3,,,,,,,,,4.8,0,0.3,0,0,0,0,0,0.3,0,0.5,0,0,0,0,0,0,0,0
Borders east,2023,15-19,All,Cluster,,95,0,0,0,0,0,0,40,20,17,20,0,0,0,0,0,0,0,0,3.3,,,,,,,37.9,100,41.7,100,,-100,,,,,,,5,0,0,0,0,0,0,2.1,1.1,0.9,1.1,0,0,0,0,0,0,0,0
Borders east,2023,20-24,All,Cluster,,99,0,0,0,0,0,0,124,10,10,15,0,5,5,0,0,0,0,0,8.8,,,,,,,-7.5,0,0,-25,,0,0,,,,,,6.6,0,0,0,0,0,0,8.3,0.7,0.7,1,0,0.3,0.3,0,0,0,0,0
Borders east,2023,25-29,All,Cluster,,123,5,5,0,0,0,0,252,15,19,30,0,10,5,0,0,0,0,0,-1.6,0,0,,,,,-14.9,-6.2,26.7,-11.8,,0,0,,,,,,7.2,0.3,0.3,0,0,0,0,14.8,0.9,1.1,1.8,0,0.6,0.3,0,0,0,0,0
Borders east,2023,30-34,All,Cluster,,110,0,5,0,0,0,0,384,25,14,33,5,15,16,0,0,0,5,0,-9.1,,0,,,,,4.9,4.2,-17.6,-8.3,,50,-20,,,,0,,5.5,0,0.3,0,0,0,0,19.3,1.3,0.7,1.7,0.3,0.8,0.8,0,0,0,0.3,0
Borders east,2023,35-39,All,Cluster,,132,0,18,5,0,0,0,359,28,20,35,0,31,23,0,0,0,5,0,7.3,,-5.3,0,,,,4.1,3.7,0,2.9,,19.2,-4.2,,,,0,-100,7,0,0.9,0.3,0,0,0,18.9,1.5,1.1,1.8,0,1.6,1.2,0,0,0,0.3,0
Borders east,2023,40-44,All,Cluster,,152,5,22,0,20,10,0,363,47,20,33,5,64,31,0,0,0,10,10,-0.7,0,29.4,-100,0,0,,4.3,-2.1,25,-10.8,0,1.6,-3.1,,,,0,0,7.5,0.2,1.1,0,1,0.5,0,17.9,2.3,1,1.6,0.2,3.2,1.5,0,0,0,0.5,0.5
Borders east,2023,45-49,All,Cluster,,168,10,35,5,24,17,0,321,62,19,42,10,141,34,0,0,0,15,18,-8.2,-37.5,2.9,-50,-7.7,6.2,,-6.7,3.3,-13.6,10.5,0,11.9,-2.9,,,,50,20,8.8,0.5,1.8,0.3,1.3,0.9,0,16.9,3.3,1,2.2,0.5,7.4,1.8,0,0,0,0.8,0.9
Borders east,2023,50-54,All,Cluster,,239,24,69,10,43,36,0,457,143,27,40,10,287,33,0,0,5,10,35,-5.5,20,-8,0,-2.3,-21.7,,-4.2,-4,8,-4.8,0,-4.7,-17.5,,,0,-44.4,-7.9,9.2,0.9,2.7,0.4,1.7,1.4,0,17.7,5.5,1,1.5,0.4,11.1,1.3,0,0,0.2,0.4,1.4
Borders east,2023,55-59,All,Cluster,,285,37,127,25,88,134,0,512,210,28,53,19,471,39,0,0,15,32,50,5.2,-2.6,-1.6,-3.8,1.1,-1.5,,5.3,3.4,-6.7,0,5.6,8.8,18.2,,-100,0,14.3,6.4,9.3,1.2,4.1,0.8,2.9,4.4,0,16.7,6.8,0.9,1.7,0.6,15.4,1.3,0,0,0.5,1,1.6
Borders east,2023,60-64,All,Cluster,,263,64,191,44,127,184,0,420,278,11,47,23,625,34,5,0,28,52,97,11,18.5,6.1,0,-0.8,5.7,-100,5.3,1.5,-15.4,4.4,9.5,1.8,9.7,0,-100,12,4,4.3,8.5,2.1,6.2,1.4,4.1,6,0,13.6,9,0.4,1.5,0.7,20.3,1.1,0.2,0,0.9,1.7,3.1
Borders east,2023,65-69,All,Cluster,,225,100,225,70,149,210,15,352,329,10,42,42,812,27,10,5,49,49,128,0.9,12.4,-2.2,-16.7,2.1,-10.6,-6.2,9.3,0.9,100,-16,10.5,-0.9,28.6,-9.1,0,4.3,16.7,7.6,8,3.6,8,2.5,5.3,7.5,0.5,12.5,11.7,0.4,1.5,1.5,28.9,1,0.4,0.2,1.7,1.7,4.5
Borders east,2023,70-74,All,Cluster,,203,144,293,123,175,278,23,254,318,5,46,54,880,26,15,5,47,45,168,-8.1,-7.1,-11.7,-11.5,-10.7,-7.9,9.5,-1.9,-4.8,0,2.2,-3.6,-5.2,-7.1,-25,0,-2.1,-11.8,-6.1,8,5.7,11.6,4.9,6.9,11,0.9,10,12.6,0.2,1.8,2.1,34.7,1,0.6,0.2,1.9,1.8,6.6
Borders east,2023,75-79,All,Cluster,,185,219,339,231,193,345,50,183,355,5,27,69,992,20,48,10,60,60,216,15.6,6.3,14.5,-2.1,4.9,5.8,0,13.7,10.9,0,0,0,2.4,5.3,0,-33.3,-1.6,-6.2,9.1,8.3,9.8,15.1,10.3,8.6,15.4,2.2,8.2,15.8,0.2,1.2,3.1,44.3,0.9,2.1,0.4,2.7,2.7,9.6
Borders east,2023,80-84,All,Cluster,,113,217,210,203,131,251,80,88,210,0,10,75,675,10,40,10,48,34,195,1.8,5.9,7.1,-2.4,12.9,-4.2,12.7,8.6,2.4,,0,17.2,7.3,0,-13,0,6.7,21.4,-1.5,8.2,15.8,15.3,14.8,9.5,18.3,5.8,6.4,15.3,0,0.7,5.5,49.1,0.7,2.9,0.7,3.5,2.5,14.2
Borders east,2023,85plus,All,Cluster,,64,238,179,271,105,282,113,86,183,0,10,101,606,10,49,10,50,23,212,4.9,-4,-7.3,-4.6,1.9,-3.1,-21.5,-4.4,1.7,,0,1,0.5,100,-12.5,-44.4,2,-11.5,-4.5,5.5,20.6,15.5,23.5,9.1,24.4,9.8,7.5,15.9,0,0.9,8.8,52.5,0.9,4.2,0.9,4.3,2,18.4
Borders east,2023,All,All,Cluster,,2618,1064,1724,995,1050,1746,282,4197,2244,212,499,411,5615,314,174,49,304,341,1140,1.8,1.8,0.3,-5.1,0.3,-3.1,-8.7,1.3,1.8,2.4,-2.5,4.1,1.3,1.6,-6.5,-23.4,2,-0.9,0.6,7.1,2.9,4.7,2.7,2.9,4.8,0.8,11.4,6.1,0.6,1.4,1.1,15.3,0.9,0.5,0.1,0.8,0.9,3.1
Borders south,2018,00-04,All,Cluster,,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.9,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
Borders south,2018,05-09,All,Cluster,,41,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,3.5,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0
Borders south,2018,10-14,All,Cluster,,60,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5.1,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0
Borders south,2018,15-19,All,Cluster,,60,0,0,0,0,0,0,27,5,5,17,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5.5,0,0,0,0,0,0,2.5,0.5,0.5,1.6,0,0,0,0,0,0,0,0
Borders south,2018,20-24,All,Cluster,,66,0,5,0,0,0,0,154,10,5,16,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5.4,0,0.4,0,0,0,0,12.7,0.8,0.4,1.3,0,0,0,0,0,0,0,0
Borders south,2018,25-29,All,Cluster,,88,0,5,0,0,0,0,255,5,10,19,0,10,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6.6,0,0.4,0,0,0,0,19.2,0.4,0.8,1.4,0,0.8,0.8,0,0,0,0,0
Borders south,2018,30-34,All,Cluster,,98,0,0,5,5,0,0,259,18,5,18,0,10,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,7.5,0,0,0.4,0.4,0,0,19.9,1.4,0.4,1.4,0,0.8,1.3,0,0,0,0,0
Borders south,2018,35-39,All,Cluster,,100,5,10,5,5,0,0,279,30,10,15,0,30,19,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,8,0.4,0.8,0.4,0.4,0,0,22.3,2.4,0.8,1.2,0,2.4,1.5,0,0,0,0,0.4
Borders south,2018,40-44,All,Cluster,,111,0,11,5,10,5,0,244,36,22,24,0,65,25,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,8.9,0,0.9,0.4,0.8,0.4,0,19.5,2.9,1.8,1.9,0,5.2,2,0,0,0,0,0.4
Borders south,2018,45-49,All,Cluster,,163,5,40,15,22,23,0,332,80,12,37,5,142,21,0,0,5,17,10,,,,,,,,,,,,,,,,,,,,9.3,0.3,2.3,0.9,1.3,1.3,0,18.9,4.6,0.7,2.1,0.3,8.1,1.2,0,0,0.3,1,0.6
Borders south,2018,50-54,All,Cluster,,182,16,64,30,40,54,0,346,102,5,27,15,279,16,0,5,5,10,27,,,,,,,,,,,,,,,,,,,,9.2,0.8,3.2,1.5,2,2.7,0,17.4,5.1,0.3,1.4,0.8,14.1,0.8,0,0.3,0.3,0.5,1.4
Borders south,2018,55-59,All,Cluster,,143,31,89,51,61,85,5,301,141,10,33,18,364,15,0,0,13,17,49,,,,,,,,,,,,,,,,,,,,7.4,1.6,4.6,2.7,3.2,4.4,0.3,15.7,7.3,0.5,1.7,0.9,18.9,0.8,0,0,0.7,0.9,2.5
Borders south,2018,60-64,All,Cluster,,155,30,130,68,85,130,5,252,169,5,22,25,424,29,0,5,30,27,69,,,,,,,,,,,,,,,,,,,,8.9,1.7,7.5,3.9,4.9,7.5,0.3,14.5,9.7,0.3,1.3,1.4,24.4,1.7,0,0.3,1.7,1.6,4
Borders south,2018,65-69,All,Cluster,,150,68,156,121,126,178,5,203,197,0,28,21,603,20,5,5,33,23,123,,,,,,,,,,,,,,,,,,,,8.9,4,9.2,7.1,7.4,10.5,0.3,12,11.6,0,1.7,1.2,35.6,1.2,0.3,0.3,1.9,1.4,7.3
Borders south,2018,70-74,All,Cluster,,131,111,204,217,149,241,20,155,257,0,15,54,739,15,10,10,65,31,117,,,,,,,,,,,,,,,,,,,,7.6,6.4,11.8,12.6,8.6,13.9,1.2,9,14.9,0,0.9,3.1,42.7,0.9,0.6,0.6,3.8,1.8,6.8
Borders south,2018,75-79,All,Cluster,,91,119,171,231,132,235,43,94,198,0,10,55,618,10,20,10,64,28,117,,,,,,,,,,,,,,,,,,,,7.9,10.3,14.8,20,11.4,20.3,3.7,8.1,17.1,0,0.9,4.8,53.4,0.9,1.7,0.9,5.5,2.4,10.1
Borders south,2018,80-84,All,Cluster,,51,118,140,245,86,198,61,67,147,0,15,56,447,5,14,5,56,20,129,,,,,,,,,,,,,,,,,,,,6.3,14.5,17.2,30.1,10.6,24.4,7.5,8.2,18.1,0,1.8,6.9,55,0.6,1.7,0.6,6.9,2.5,15.9
Borders south,2018,85plus,All,Cluster,,41,158,132,287,45,193,126,73,137,0,10,78,441,0,23,32,47,10,155,,,,,,,,,,,,,,,,,,,,5.6,21.4,17.9,38.9,6.1,26.2,17.1,9.9,18.6,0,1.4,10.6,59.8,0,3.1,4.3,6.4,1.4,21
Borders south,2018,All,All,Cluster,,1742,659,1163,1281,766,1342,262,3042,1538,100,322,322,4179,194,80,72,317,187,813,,,,,,,,,,,,,,,,,,,,7.1,2.7,4.8,5.3,3.1,5.5,1.1,12.5,6.3,0.4,1.3,1.3,17.1,0.8,0.3,0.3,1.3,0.8,3.3
Borders south,2019,00-04,All,Cluster,,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
Borders south,2019,05-09,All,Cluster,,46,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,12.2,,,,,,,,0,,0,,,,,,,,,3.8,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0
Borders south,2019,10-14,All,Cluster,,72,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,20,,,,,,,,,,100,,,,,,,,,6.2,0,0,0,0,0,0,0,0.4,0,0.9,0,0,0,0,0,0,0,0
Borders south,2019,15-19,All,Cluster,,52,0,0,0,0,0,0,26,5,5,18,0,0,0,0,0,0,0,0,-13.3,,,,,,,-3.7,0,0,5.9,,,,,,,,,4.7,0,0,0,0,0,0,2.4,0.5,0.5,1.6,0,0,0,0,0,0,0,0
Borders south,2019,20-24,All,Cluster,,71,0,5,0,0,0,0,169,10,10,17,0,0,5,0,0,0,0,0,7.6,,0,,,,,9.7,0,100,6.2,,,,,,,,,5.8,0,0.4,0,0,0,0,13.7,0.8,0.8,1.4,0,0,0.4,0,0,0,0,0
Borders south,2019,25-29,All,Cluster,,84,0,5,5,0,0,0,261,5,11,16,0,10,10,0,0,0,0,5,-4.5,,0,,,,,2.4,0,10,-15.8,,0,0,,,,,,6.4,0,0.4,0.4,0,0,0,19.8,0.4,0.8,1.2,0,0.8,0.8,0,0,0,0,0.4
Borders south,2019,30-34,All,Cluster,,101,0,5,5,0,0,0,282,15,10,21,0,10,15,0,0,0,5,0,3.1,,,0,-100,,,8.9,-16.7,100,16.7,,0,-11.8,,,,,,7.6,0,0.4,0.4,0,0,0,21.3,1.1,0.8,1.6,0,0.8,1.1,0,0,0,0.4,0
Borders south,2019,35-39,All,Cluster,,109,5,5,5,5,5,0,292,34,11,17,0,36,15,0,0,0,0,5,9,0,-50,0,0,,,4.7,13.3,10,13.3,,20,-21.1,,,,,0,8.3,0.4,0.4,0.4,0.4,0.4,0,22.3,2.6,0.8,1.3,0,2.8,1.1,0,0,0,0,0.4
Borders south,2019,40-44,All,Cluster,,109,0,16,5,10,5,0,253,37,20,23,0,66,25,0,0,0,0,5,-1.8,,45.5,0,0,0,,3.7,2.8,-9.1,-4.2,,1.5,0,,,,,0,8.9,0,1.3,0.4,0.8,0.4,0,20.6,3,1.6,1.9,0,5.4,2,0,0,0,0,0.4
Borders south,2019,45-49,All,Cluster,,141,5,35,10,29,24,0,331,82,13,36,10,144,26,0,0,5,17,10,-13.5,0,-12.5,-33.3,31.8,4.3,,-0.3,2.5,8.3,-2.7,100,1.4,23.8,,,0,0,0,8.5,0.3,2.1,0.6,1.8,1.5,0,20,5,0.8,2.2,0.6,8.7,1.6,0,0,0.3,1,0.6
Borders south,2019,50-54,All,Cluster,,186,12,61,23,42,49,0,367,104,5,31,15,291,20,0,0,5,17,26,2.2,-25,-4.7,-23.3,5,-9.3,,6.1,2,0,14.8,0,4.3,25,,-100,0,70,-3.7,9.4,0.6,3.1,1.2,2.1,2.5,0,18.5,5.2,0.3,1.6,0.8,14.6,1,0,0,0.3,0.9,1.3
Borders south,2019,55-59,All,Cluster,,164,29,94,54,75,94,5,322,144,5,32,16,383,20,0,5,10,13,45,14.7,-6.5,5.6,5.9,23,10.6,0,7,2.1,-50,-3,-11.1,5.2,33.3,,,-23.1,-23.5,-8.2,8.5,1.5,4.9,2.8,3.9,4.9,0.3,16.7,7.5,0.3,1.7,0.8,19.9,1,0,0.3,0.5,0.7,2.3
Borders south,2019,60-64,All,Cluster,,158,37,129,64,90,137,5,290,177,5,24,27,454,27,0,5,27,28,69,1.9,23.3,-0.8,-5.9,5.9,5.4,0,15.1,4.7,0,9.1,8,7.1,-6.9,,0,-10,3.7,0,8.6,2,7.1,3.5,4.9,7.5,0.3,15.9,9.7,0.3,1.3,1.5,24.8,1.5,0,0.3,1.5,1.5,3.8
Borders south,2019,65-69,All,Cluster,,141,67,145,116,135,186,10,203,202,0,27,24,582,22,5,5,37,24,121,-6,-1.5,-7.1,-4.1,7.1,4.5,100,0,2.5,,-3.6,14.3,-3.5,10,0,0,12.1,4.3,-1.6,8.4,4,8.7,6.9,8.1,11.1,0.6,12.1,12.1,0,1.6,1.4,34.8,1.3,0.3,0.3,2.2,1.4,7.2
Borders south,2019,70-74,All,Cluster,,142,109,213,207,133,225,21,181,254,0,15,46,745,15,10,10,52,26,126,8.4,-1.8,4.4,-4.6,-10.7,-6.6,5,16.8,-1.2,,0,-14.8,0.8,0,0,0,-20,-16.1,7.7,8.2,6.3,12.3,11.9,7.7,13,1.2,10.4,14.6,0,0.9,2.6,42.9,0.9,0.6,0.6,3,1.5,7.3
Borders south,2019,75-79,All,Cluster,,95,121,175,230,146,238,39,109,206,0,15,58,637,5,18,10,74,30,124,4.4,1.7,2.3,-0.4,10.6,1.3,-9.3,16,4,,50,5.5,3.1,-50,-10,0,15.6,7.1,6,7.9,10.1,14.6,19.1,12.1,19.8,3.2,9.1,17.1,0,1.2,4.8,53,0.4,1.5,0.8,6.2,2.5,10.3
Borders south,2019,80-84,All,Cluster,,64,119,129,225,87,210,56,67,146,0,17,55,462,5,15,10,54,17,127,25.5,0.8,-7.9,-8.2,1.2,6.1,-8.2,0,-0.7,,13.3,-1.8,3.4,0,7.1,100,-3.6,-15,-1.6,7.6,14.1,15.3,26.8,10.3,25,6.7,8,17.4,0,2,6.5,54.9,0.6,1.8,1.2,6.4,2,15.1
Borders south,2019,85plus,All,Cluster,,37,160,128,270,44,186,126,70,139,0,10,74,445,5,21,29,52,15,156,-9.8,1.3,-3,-5.9,-2.2,-3.6,0,-4.1,1.5,,0,-5.1,0.9,,-8.7,-9.4,10.6,50,0.6,5,21.5,17.2,36.3,5.9,25,17,9.4,18.7,0,1.3,10,59.9,0.7,2.8,3.9,7,2,21
Borders south,2019,All,All,Cluster,,1783,666,1148,1218,800,1354,260,3224,1567,107,332,322,4268,207,80,73,316,196,819,2.4,1.1,-1.3,-4.9,4.4,0.9,-0.8,6,1.9,7,3.1,0,2.1,6.7,0,1.4,-0.3,4.8,0.7,7.3,2.7,4.7,5,3.3,5.5,1.1,13.2,6.4,0.4,1.4,1.3,17.4,0.8,0.3,0.3,1.3,0.8,3.3
Borders south,2020,00-04,All,Cluster,,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
Borders south,2020,05-09,All,Cluster,,46,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,,,-100,,0,,,,,,,,,3.8,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0
Borders south,2020,10-14,All,Cluster,,74,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,2.8,,,,,,,,0,,0,,,,,,,,,6.2,0,0,0,0,0,0,0,0.4,0,0.8,0,0,0,0,0,0,0,0
Borders south,2020,15-19,All,Cluster,,50,0,0,0,0,0,0,21,5,10,18,0,0,0,0,0,0,0,0,-3.8,,,,,,,-19.2,0,100,0,,,,,,,,,4.5,0,0,0,0,0,0,1.9,0.4,0.9,1.6,0,0,0,0,0,0,0,0
Borders south,2020,20-24,All,Cluster,,83,0,0,0,0,0,0,162,10,10,20,0,5,0,0,0,0,0,0,16.9,,-100,,,,,-4.1,0,0,17.6,,,-100,,,,,,6.9,0,0,0,0,0,0,13.4,0.8,0.8,1.7,0,0.4,0,0,0,0,0,0
Borders south,2020,25-29,All,Cluster,,91,0,10,5,0,0,0,273,10,13,10,0,10,10,0,0,0,0,0,8.3,,100,0,,,,4.6,100,18.2,-37.5,,0,0,,,,,-100,6.9,0,0.8,0.4,0,0,0,20.7,0.8,1,0.8,0,0.8,0.8,0,0,0,0,0
Borders south,2020,30-34,All,Cluster,,106,0,5,5,0,0,0,308,15,12,22,0,15,17,0,0,0,5,0,5,,0,0,,,,9.2,0,20,4.8,,50,13.3,,,,0,,7.9,0,0.4,0.4,0,0,0,22.9,1.1,0.9,1.6,0,1.1,1.3,0,0,0,0.4,0
Borders south,2020,35-39,All,Cluster,,105,5,5,5,5,0,0,283,33,10,16,0,32,17,0,0,0,0,0,-3.7,0,0,0,0,-100,,-3.1,-2.9,-9.1,-5.9,,-11.1,13.3,,,,,-100,8.1,0.4,0.4,0.4,0.4,0,0,21.8,2.5,0.8,1.2,0,2.5,1.3,0,0,0,0,0
Borders south,2020,40-44,All,Cluster,,129,0,15,10,10,5,0,278,36,20,26,0,69,23,0,0,0,0,5,18.3,,-6.2,100,0,0,,9.9,-2.7,0,13,,4.5,-8,,,,,0,10.4,0,1.2,0.8,0.8,0.4,0,22.5,2.9,1.6,2.1,0,5.6,1.9,0,0,0,0,0.4
Borders south,2020,45-49,All,Cluster,,128,5,31,10,24,22,0,331,79,17,32,10,125,26,0,0,0,16,15,-9.2,0,-11.4,0,-17.2,-8.3,,0,-3.7,30.8,-11.1,0,-13.2,0,,,-100,-5.9,50,8.1,0.3,2,0.6,1.5,1.4,0,21,5,1.1,2,0.6,7.9,1.6,0,0,0,1,1
Borders south,2020,50-54,All,Cluster,,185,11,67,23,45,47,0,382,111,10,34,15,290,20,0,0,5,17,24,-0.5,-8.3,9.8,0,7.1,-4.1,,4.1,6.7,100,9.7,0,-0.3,0,,,0,0,-7.7,9.4,0.6,3.4,1.2,2.3,2.4,0,19.4,5.6,0.5,1.7,0.8,14.8,1,0,0,0.3,0.9,1.2
Borders south,2020,55-59,All,Cluster,,170,32,91,60,77,96,5,362,150,5,28,17,407,19,0,0,15,24,49,3.7,10.3,-3.2,11.1,2.7,2.1,0,12.4,4.2,0,-12.5,6.2,6.3,-5,,-100,50,84.6,8.9,8.7,1.6,4.6,3.1,3.9,4.9,0.3,18.4,7.6,0.3,1.4,0.9,20.7,1,0,0,0.8,1.2,2.5
