GPPractice/Area,Year,Age,Sex,AreaType,PracticeCode,PatientCount_Asthma,PatientCount_Atrial Fibrillation,PatientCount_Cancer,PatientCount_Chronic Kidney Disease (CKD),PatientCount_Chronic Obstructive Pulmonary Disease (COPD),PatientCount_Coronary Heart Disease (CHD),PatientCount_Dementia,PatientCount_Depression,PatientCount_Diabetes,PatientCount_Eating Disorder,PatientCount_Epilepsy,PatientCount_Heart Failure,PatientCount_Hypertension,PatientCount_Mental Health,PatientCount_Osteoporosis,PatientCount_Palliative Care,PatientCount_Peripheral Arterial Disease (PAD),PatientCount_Rheumatoid Arthritis,PatientCount_Stroke and TIA,Change_Asthma,Change_Atrial Fibrillation,Change_Cancer,Change_Chronic Kidney Disease (CKD),Change_Chronic Obstructive Pulmonary Disease (COPD),Change_Coronary Heart Disease (CHD),Change_Dementia,Change_Depression,Change_Diabetes,Change_Eating Disorder,Change_Epilepsy,Change_Heart Failure,Change_Hypertension,Change_Mental Health,Change_Osteoporosis,Change_Palliative Care,Change_Peripheral Arterial Disease (PAD),Change_Rheumatoid Arthritis,Change_Stroke and TIA,Rate_Asthma,Rate_Atrial Fibrillation,Rate_Cancer,Rate_Chronic Kidney Disease (CKD),Rate_Chronic Obstructive Pulmonary Disease (COPD),Rate_Coronary Heart Disease (CHD),Rate_Dementia,Rate_Depression,Rate_Diabetes,Rate_Eating Disorder,Rate_Epilepsy,Rate_Heart Failure,Rate_Hypertension,Rate_Mental Health,Rate_Osteoporosis,Rate_Palliative Care,Rate_Peripheral Arterial Disease (PAD),Rate_Rheumatoid Arthritis,Rate_Stroke and TIA
Aberdeen City Central,2018,00-04,All,Cluster,,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.7,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0
Aberdeen City Central,2018,05-09,All,Cluster,,58,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,4.3,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0
Aberdeen City Central,2018,10-14,All,Cluster,,56,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5.3,0,0,0,0,0,0,0,0.5,0,1.5,0,0,0,0,0,0,0,0
Aberdeen City Central,2018,15-19,All,Cluster,,58,0,0,0,0,0,0,15,5,13,10,0,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5.7,0,0,0,0,0,0,1.5,0.5,1.3,1,0,0,0.5,0,0,0,0,0
Aberdeen City Central,2018,20-24,All,Cluster,,116,0,5,0,0,0,0,98,10,11,18,0,5,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6.2,0,0.3,0,0,0,0,5.2,0.5,0.6,1,0,0.3,0.5,0,0,0,0,0
Aberdeen City Central,2018,25-29,All,Cluster,,143,0,10,0,0,0,0,189,20,19,40,0,10,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5.7,0,0.4,0,0,0,0,7.5,0.8,0.8,1.6,0,0.4,0.4,0,0,0,0,0
Aberdeen City Central,2018,30-34,All,Cluster,,130,0,5,5,0,0,0,193,33,21,37,0,34,33,0,0,0,5,5,,,,,,,,,,,,,,,,,,,,5.4,0,0.2,0.2,0,0,0,8,1.4,0.9,1.5,0,1.4,1.4,0,0,0,0.2,0.2
Aberdeen City Central,2018,35-39,All,Cluster,,136,0,15,0,0,5,0,180,57,20,24,0,56,27,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6.8,0,0.8,0,0,0.3,0,9.1,2.9,1,1.2,0,2.8,1.4,0,0,0,0,0
Aberdeen City Central,2018,40-44,All,Cluster,,122,5,17,10,10,10,0,181,50,5,36,0,73,28,0,0,0,5,5,,,,,,,,,,,,,,,,,,,,7.7,0.3,1.1,0.6,0.6,0.6,0,11.4,3.2,0.3,2.3,0,4.6,1.8,0,0,0,0.3,0.3
Aberdeen City Central,2018,45-49,All,Cluster,,159,10,35,17,25,32,0,225,90,13,45,5,187,31,0,5,0,10,15,,,,,,,,,,,,,,,,,,,,9.4,0.6,2.1,1,1.5,1.9,0,13.2,5.3,0.8,2.6,0.3,11,1.8,0,0.3,0,0.6,0.9
Aberdeen City Central,2018,50-54,All,Cluster,,146,5,52,24,56,49,0,213,133,11,49,15,252,30,0,5,10,12,28,,,,,,,,,,,,,,,,,,,,9,0.3,3.2,1.5,3.5,3,0,13.2,8.2,0.7,3,0.9,15.6,1.9,0,0.3,0.6,0.7,1.7
Aberdeen City Central,2018,55-59,All,Cluster,,137,15,61,36,78,95,0,193,139,5,40,13,336,27,0,5,18,10,27,,,,,,,,,,,,,,,,,,,,9.3,1,4.1,2.4,5.3,6.4,0,13.1,9.4,0.3,2.7,0.9,22.8,1.8,0,0.3,1.2,0.7,1.8
Aberdeen City Central,2018,60-64,All,Cluster,,150,37,84,56,95,108,5,158,160,5,36,18,411,27,5,5,21,20,64,,,,,,,,,,,,,,,,,,,,11,2.7,6.2,4.1,7,7.9,0.4,11.6,11.7,0.4,2.6,1.3,30.2,2,0.4,0.4,1.5,1.5,4.7
Aberdeen City Central,2018,65-69,All,Cluster,,89,38,119,102,137,152,0,106,193,0,29,33,449,17,5,10,45,16,70,,,,,,,,,,,,,,,,,,,,7.7,3.3,10.3,8.9,11.9,13.2,0,9.2,16.8,0,2.5,2.9,39,1.5,0.4,0.9,3.9,1.4,6.1
Aberdeen City Central,2018,70-74,All,Cluster,,69,56,102,136,112,126,15,66,168,0,24,34,397,10,13,10,43,15,74,,,,,,,,,,,,,,,,,,,,7.6,6.1,11.2,14.9,12.3,13.8,1.6,7.2,18.4,0,2.6,3.7,43.6,1.1,1.4,1.1,4.7,1.6,8.1
Aberdeen City Central,2018,75-79,All,Cluster,,61,67,103,145,87,145,29,47,134,0,15,35,372,5,22,10,38,10,69,,,,,,,,,,,,,,,,,,,,9,9.9,15.2,21.4,12.9,21.4,4.3,6.9,19.8,0,2.2,5.2,54.9,0.7,3.2,1.5,5.6,1.5,10.2
Aberdeen City Central,2018,80-84,All,Cluster,,40,66,95,154,58,119,49,28,105,0,17,26,274,5,16,10,29,5,69,,,,,,,,,,,,,,,,,,,,8.3,13.6,19.6,31.8,12,24.6,10.1,5.8,21.7,0,3.5,5.4,56.6,1,3.3,2.1,6,1,14.3
Aberdeen City Central,2018,85plus,All,Cluster,,39,64,64,159,33,89,50,27,59,0,5,36,246,0,16,10,22,5,69,,,,,,,,,,,,,,,,,,,,10.4,17,17,42.3,8.8,23.7,13.3,7.2,15.7,0,1.3,9.6,65.4,0,4.3,2.7,5.9,1.3,18.4
Aberdeen City Central,2018,All,All,Cluster,,1718,363,768,848,690,926,153,1916,1362,138,450,223,3102,268,84,70,227,117,493,,,,,,,,,,,,,,,,,,,,6.9,1.5,3.1,3.4,2.8,3.7,0.6,7.7,5.5,0.6,1.8,0.9,12.4,1.1,0.3,0.3,0.9,0.5,2
Aberdeen City Central,2019,00-04,All,Cluster,,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,0.5,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
Aberdeen City Central,2019,05-09,All,Cluster,,82,0,5,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,41.4,,,,,,,,0,,120,,,,,,,,,4.2,0,0.3,0,0,0,0,0,0.3,0,0.6,0,0,0,0,0,0,0,0
Aberdeen City Central,2019,10-14,All,Cluster,,96,0,0,0,0,0,0,0,5,5,16,0,0,0,0,0,0,0,0,71.4,,,,,,,,0,,0,,,,,,,,,5.5,0,0,0,0,0,0,0,0.3,0.3,0.9,0,0,0,0,0,0,0,0
Aberdeen City Central,2019,15-19,All,Cluster,,92,0,0,0,0,0,0,28,10,12,15,0,0,0,0,0,0,0,0,58.6,,,,,,,86.7,100,-7.7,50,,,-100,,,,,,6.3,0,0,0,0,0,0,1.9,0.7,0.8,1,0,0,0,0,0,0,0,0
Aberdeen City Central,2019,20-24,All,Cluster,,153,0,5,0,0,0,0,165,23,20,27,0,5,15,0,0,0,0,0,31.9,,0,,,,,68.4,130,81.8,50,,0,50,,,,,,5.7,0,0.2,0,0,0,0,6.2,0.9,0.8,1,0,0.2,0.6,0,0,0,0,0
Aberdeen City Central,2019,25-29,All,Cluster,,199,0,15,0,0,0,0,322,23,28,47,0,17,16,0,0,0,0,0,39.2,,50,,,,,70.4,15,47.4,17.5,,70,60,,,,,,5.8,0,0.4,0,0,0,0,9.3,0.7,0.8,1.4,0,0.5,0.5,0,0,0,0,0
Aberdeen City Central,2019,30-34,All,Cluster,,204,0,10,5,0,0,0,367,52,34,56,0,45,38,0,0,0,5,5,56.9,,100,0,,,,90.2,57.6,61.9,51.4,,32.4,15.2,,,,0,0,5.6,0,0.3,0.1,0,0,0,10.1,1.4,0.9,1.5,0,1.2,1,0,0,0,0.1,0.1
Aberdeen City Central,2019,35-39,All,Cluster,,199,0,25,5,0,0,0,370,64,24,39,5,84,41,0,0,0,13,10,46.3,,66.7,,,-100,,105.6,12.3,20,62.5,,50,51.9,,,,,,6.5,0,0.8,0.2,0,0,0,12,2.1,0.8,1.3,0.2,2.7,1.3,0,0,0,0.4,0.3
Aberdeen City Central,2019,40-44,All,Cluster,,191,5,28,5,5,15,0,321,89,17,52,5,122,42,0,0,0,10,10,56.6,0,64.7,-50,-50,50,,77.3,78,240,44.4,,67.1,50,,,,100,100,7.8,0.2,1.1,0.2,0.2,0.6,0,13.1,3.6,0.7,2.1,0.2,5,1.7,0,0,0,0.4,0.4
Aberdeen City Central,2019,45-49,All,Cluster,,209,10,48,20,26,27,0,387,124,20,70,5,230,48,0,5,10,10,19,31.4,0,37.1,17.6,4,-15.6,,72,37.8,53.8,55.6,0,23,54.8,,0,,0,26.7,8.7,0.4,2,0.8,1.1,1.1,0,16.1,5.1,0.8,2.9,0.2,9.6,2,0,0.2,0.4,0.4,0.8
Aberdeen City Central,2019,50-54,All,Cluster,,216,17,71,23,75,70,0,381,184,15,73,17,354,45,0,5,10,20,32,47.9,240,36.5,-4.2,33.9,42.9,,78.9,38.3,36.4,49,13.3,40.5,50,,0,0,66.7,14.3,9.3,0.7,3.1,1,3.2,3,0,16.5,7.9,0.6,3.2,0.7,15.3,1.9,0,0.2,0.4,0.9,1.4
Aberdeen City Central,2019,55-59,All,Cluster,,228,17,100,52,106,135,5,386,211,11,58,20,487,41,0,5,33,24,49,66.4,13.3,63.9,44.4,35.9,42.1,,100,51.8,120,45,53.8,44.9,51.9,,0,83.3,140,81.5,9.9,0.7,4.4,2.3,4.6,5.9,0.2,16.8,9.2,0.5,2.5,0.9,21.2,1.8,0,0.2,1.4,1,2.1
Aberdeen City Central,2019,60-64,All,Cluster,,210,52,129,80,147,168,5,332,259,10,49,31,614,47,5,10,36,35,88,40,40.5,53.6,42.9,54.7,55.6,0,110.1,61.9,100,36.1,72.2,49.4,74.1,0,100,71.4,75,37.5,10.1,2.5,6.2,3.8,7.1,8.1,0.2,15.9,12.4,0.5,2.4,1.5,29.5,2.3,0.2,0.5,1.7,1.7,4.2
Aberdeen City Central,2019,65-69,All,Cluster,,158,65,155,138,182,217,19,223,284,5,37,39,665,28,5,10,56,37,100,77.5,71.1,30.3,35.3,32.8,42.8,,110.4,47.2,,27.6,18.2,48.1,64.7,0,0,24.4,131.2,42.9,9,3.7,8.8,7.8,10.3,12.3,1.1,12.7,16.1,0.3,2.1,2.2,37.8,1.6,0.3,0.6,3.2,2.1,5.7
Aberdeen City Central,2019,70-74,All,Cluster,,126,94,180,191,177,227,22,180,270,0,40,46,668,29,14,20,65,24,128,82.6,67.9,76.5,40.4,58,80.2,46.7,172.7,60.7,,66.7,35.3,68.3,190,7.7,100,51.2,60,73,8.3,6.2,11.8,12.5,11.6,14.9,1.4,11.8,17.7,0,2.6,3,43.8,1.9,0.9,1.3,4.3,1.6,8.4
Aberdeen City Central,2019,75-79,All,Cluster,,94,113,167,227,139,219,46,109,221,0,28,53,565,5,21,10,52,18,108,54.1,68.7,62.1,56.6,59.8,51,58.6,131.9,64.9,,86.7,51.4,51.9,0,-4.5,0,36.8,80,56.5,9.1,11,16.2,22.1,13.5,21.3,4.5,10.6,21.5,0,2.7,5.2,54.9,0.5,2,1,5.1,1.7,10.5
Aberdeen City Central,2019,80-84,All,Cluster,,75,102,138,236,82,174,71,80,150,0,20,40,467,10,18,22,47,10,115,87.5,54.5,45.3,53.2,41.4,46.2,44.9,185.7,42.9,,17.6,53.8,70.4,100,12.5,120,62.1,100,66.7,9.8,13.4,18.1,30.9,10.7,22.8,9.3,10.5,19.7,0,2.6,5.2,61.2,1.3,2.4,2.9,6.2,1.3,15.1
Aberdeen City Central,2019,85plus,All,Cluster,,65,124,115,272,45,182,98,87,106,0,10,60,432,10,27,43,36,10,123,66.7,93.8,79.7,71.1,36.4,104.5,96,222.2,79.7,,100,66.7,75.6,,68.8,330,63.6,100,78.3,9.7,18.5,17.2,40.7,6.7,27.2,14.6,13,15.8,0,1.5,9,64.6,1.5,4,6.4,5.4,1.5,18.4
Aberdeen City Central,2019,All,All,Cluster,,2607,599,1192,1264,989,1435,264,3739,2081,207,654,318,4756,414,92,122,347,217,786,51.7,65,55.2,49.1,43.3,55,72.5,95.1,52.8,50,45.3,42.6,53.3,54.5,9.5,74.3,52.9,85.5,59.4,7,1.6,3.2,3.4,2.7,3.8,0.7,10,5.6,0.6,1.8,0.9,12.8,1.1,0.2,0.3,0.9,0.6,2.1
Aberdeen City Central,2020,00-04,All,Cluster,,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,0.5,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0
Aberdeen City Central,2020,05-09,All,Cluster,,76,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,-7.3,,0,,,,,,0,,-54.5,,,,,,,,,3.8,0,0.3,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0
Aberdeen City Central,2020,10-14,All,Cluster,,104,0,0,0,0,0,0,0,5,5,18,0,0,0,0,0,0,0,0,8.3,,,,,,,,0,0,12.5,,,,,,,,,5.8,0,0,0,0,0,0,0,0.3,0.3,1,0,0,0,0,0,0,0,0
Aberdeen City Central,2020,15-19,All,Cluster,,94,0,0,0,0,0,0,24,10,10,20,0,0,0,0,0,0,0,0,2.2,,,,,,,-14.3,0,-16.7,33.3,,,,,,,,,6.2,0,0,0,0,0,0,1.6,0.7,0.7,1.3,0,0,0,0,0,0,0,0
Aberdeen City Central,2020,20-24,All,Cluster,,152,0,10,0,0,0,0,142,17,30,26,0,10,15,0,0,0,0,0,-0.7,,100,,,,,-13.9,-26.1,50,-3.7,,100,0,,,,,,5.7,0,0.4,0,0,0,0,5.3,0.6,1.1,1,0,0.4,0.6,0,0,0,0,0
Aberdeen City Central,2020,25-29,All,Cluster,,206,0,15,0,0,0,0,304,27,28,51,0,15,22,0,0,0,0,0,3.5,,0,,,,,-5.6,17.4,0,8.5,,-11.8,37.5,,,,,,6,0,0.4,0,0,0,0,8.9,0.8,0.8,1.5,0,0.4,0.6,0,0,0,0,0
Aberdeen City Central,2020,30-34,All,Cluster,,213,0,15,5,0,0,0,335,53,34,56,0,35,35,0,0,0,5,5,4.4,,50,0,,,,-8.7,1.9,0,0,,-22.2,-7.9,,,,0,0,5.8,0,0.4,0.1,0,0,0,9.1,1.4,0.9,1.5,0,0.9,0.9,0,0,0,0.1,0.1
Aberdeen City Central,2020,35-39,All,Cluster,,223,5,22,5,0,0,0,372,61,22,56,5,95,41,0,0,0,13,5,12.1,,-12,0,,,,0.5,-4.7,-8.3,43.6,0,13.1,0,,,,0,-50,7,0.2,0.7,0.2,0,0,0,11.7,1.9,0.7,1.8,0.2,3,1.3,0,0,0,0.4,0.2
Aberdeen City Central,2020,40-44,All,Cluster,,189,10,36,10,10,17,0,335,99,18,42,5,144,36,0,0,0,10,15,-1,100,28.6,100,100,13.3,,4.4,11.2,5.9,-19.2,0,18,-14.3,,,,0,50,7.3,0.4,1.4,0.4,0.4,0.7,0,12.9,3.8,0.7,1.6,0.2,5.6,1.4,0,0,0,0.4,0.6
Aberdeen City Central,2020,45-49,All,Cluster,,218,5,40,19,33,30,0,380,136,21,79,5,232,53,0,5,5,11,18,4.3,-50,-16.7,-5,26.9,11.1,,-1.8,9.7,5,12.9,0,0.9,10.4,,0,-50,10,-5.3,8.9,0.2,1.6,0.8,1.4,1.2,0,15.6,5.6,0.9,3.2,0.2,9.5,2.2,0,0.2,0.2,0.5,0.7
Aberdeen City Central,2020,50-54,All,Cluster,,220,17,74,27,71,72,0,373,188,16,72,18,352,49,0,0,5,19,30,1.9,0,4.2,17.4,-5.3,2.9,,-2.1,2.2,6.7,-1.4,5.9,-0.6,8.9,,-100,-50,-5,-6.2,9.5,0.7,3.2,1.2,3.1,3.1,0,16.1,8.1,0.7,3.1,0.8,15.2,2.1,0,0,0.2,0.8,1.3
Aberdeen City Central,2020,55-59,All,Cluster,,232,19,101,41,100,130,0,385,234,10,62,16,528,44,0,5,31,26,47,1.8,11.8,1,-21.2,-5.7,-3.7,-100,-0.3,10.9,-9.1,6.9,-20,8.4,7.3,,0,-6.1,8.3,-4.1,10,0.8,4.3,1.8,4.3,5.6,0,16.5,10,0.4,2.7,0.7,22.7,1.9,0,0.2,1.3,1.1,2
Aberdeen City Central,2020,60-64,All,Cluster,,211,47,133,76,159,188,5,347,264,10,48,29,586,49,5,5,42,25,77,0.5,-9.6,3.1,-5,8.2,11.9,0,4.5,1.9,0,-2,-6.5,-4.6,4.3,0,-50,16.7,-28.6,-12.5,10.1,2.3,6.4,3.6,7.6,9,0.2,16.6,12.6,0.5,2.3,1.4,28.1,2.3,0.2,0.2,2,1.2,3.7
Aberdeen City Central,2020,65-69,All,Cluster,,167,71,163,126,180,192,16,236,313,10,40,39,678,30,5,10,48,44,101,5.7,9.2,5.2,-8.7,-1.1,-11.5,-15.8,5.8,10.2,100,8.1,0,2,7.1,0,0,-14.3,18.9,1,9.3,4,9.1,7,10,10.7,0.9,13.1,17.4,0.6,2.2,2.2,37.7,1.7,0.3,0.6,2.7,2.4,5.6
Aberdeen City Central,2020,70-74,All,Cluster,,141,109,187,192,194,245,23,186,290,5,39,43,702,28,12,10,67,26,124,11.9,16,3.9,0.5,9.6,7.9,4.5,3.3,7.4,,-2.5,-6.5,5.1,-3.4,-14.3,-50,3.1,8.3,-3.1,8.8,6.8,11.6,11.9,12,15.2,1.4,11.6,18,0.3,2.4,2.7,43.6,1.7,0.7,0.6,4.2,1.6,7.7
Aberdeen City Central,2020,75-79,All,Cluster,,83,108,154,223,140,203,41,112,222,0,21,51,562,10,17,10,47,20,116,-11.7,-4.4,-7.8,-1.8,0.7,-7.3,-10.9,2.8,0.5,,-25,-3.8,-0.5,100,-19,0,-9.6,11.1,7.4,8.4,10.9,15.5,22.4,14.1,20.4,4.1,11.3,22.3,0,2.1,5.1,56.5,1,1.7,1,4.7,2,11.7
Aberdeen City Central,2020,80-84,All,Cluster,,72,108,130,213,83,163,54,86,153,0,26,36,462,10,13,10,44,15,118,-4,5.9,-5.8,-9.7,1.2,-6.3,-23.9,7.5,2,,30,-10,-1.1,0,-27.8,-54.5,-6.4,50,2.6,9.3,14,16.8,27.5,10.7,21.1,7,11.1,19.8,0,3.4,4.7,59.7,1.3,1.7,1.3,5.7,1.9,15.2
Aberdeen City Central,2020,85plus,All,Cluster,,71,134,118,275,48,177,96,82,110,0,10,58,434,10,25,32,37,10,124,9.2,8.1,2.6,1.1,6.7,-2.7,-2,-5.7,3.8,,0,-3.3,0.5,0,-7.4,-25.6,2.8,0,0.8,10.8,20.4,17.9,41.8,7.3,26.9,14.6,12.5,16.7,0,1.5,8.8,66,1.5,3.8,4.9,5.6,1.5,18.8
Aberdeen City Central,2020,All,All,Cluster,,2682,631,1196,1214,1022,1420,238,3699,2190,216,679,308,4834,428,81,91,332,228,782,2.9,5.3,0.3,-4,3.3,-1,-9.8,-1.1,5.2,4.3,3.8,-3.1,1.6,3.4,-12,-25.4,-4.3,5.1,-0.5,7.1,1.7,3.2,3.2,2.7,3.8,0.6,9.8,5.8,0.6,1.8,0.8,12.8,1.1,0.2,0.2,0.9,0.6,2.1
Aberdeen City Central,2021,00-04,All,Cluster,,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,-50,,,,,,,,,,0,,,,,,,,,0.3,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0
Aberdeen City Central,2021,05-09,All,Cluster,,67,0,5,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,-11.8,,0,,,,,,0,,100,,,,,,,,,3.3,0,0.2,0,0,0,0,0,0.2,0,0.5,0,0,0,0,0,0,0,0
Aberdeen City Central,2021,10-14,All,Cluster,,80,0,0,0,0,0,0,0,5,5,16,0,0,0,0,0,0,0,0,-23.1,,,,,,,,0,0,-11.1,,,,,,,,,4.4,0,0,0,0,0,0,0,0.3,0.3,0.9,0,0,0,0,0,0,0,0
Aberdeen City Central,2021,15-19,All,Cluster,,84,0,0,0,0,0,0,10,10,10,23,0,5,5,0,0,0,0,0,-10.6,,,,,,,-58.3,0,0,15,,,,,,,,,5.3,0,0,0,0,0,0,0.6,0.6,0.6,1.5,0,0.3,0.3,0,0,0,0,0
Aberdeen City Central,2021,20-24,All,Cluster,,132,0,5,0,0,0,0,123,21,29,27,0,5,15,0,0,0,0,0,-13.2,,-50,,,,,-13.4,23.5,-3.3,3.8,,-50,0,,,,,,5.1,0,0.2,0,0,0,0,4.7,0.8,1.1,1,0,0.2,0.6,0,0,0,0,0
Aberdeen City Central,2021,25-29,All,Cluster,,199,0,15,0,0,0,0,252,31,31,48,0,15,24,0,0,0,5,0,-3.4,,0,,,,,-17.1,14.8,10.7,-5.9,,0,9.1,,,,,,6,0,0.4,0,0,0,0,7.6,0.9,0.9,1.4,0,0.4,0.7,0,0,0,0.1,0
Aberdeen City Central,2021,30-34,All,Cluster,,206,0,15,5,0,0,0,345,51,31,55,0,38,25,0,0,0,0,5,-3.3,,0,0,,,,3,-3.8,-8.8,-1.8,,8.6,-28.6,,,,-100,0,5.7,0,0.4,0.1,0,0,0,9.5,1.4,0.9,1.5,0,1,0.7,0,0,0,0,0.1
Aberdeen City Central,2021,35-39,All,Cluster,,217,5,23,10,5,0,0,355,62,29,54,5,89,45,0,0,0,12,5,-2.7,0,4.5,100,,,,-4.6,1.6,31.8,-3.6,0,-6.3,9.8,,,,-7.7,0,6.6,0.2,0.7,0.3,0.2,0,0,10.9,1.9,0.9,1.7,0.2,2.7,1.4,0,0,0,0.4,0.2
Aberdeen City Central,2021,40-44,All,Cluster,,211,5,32,10,10,16,0,346,108,16,49,5,153,42,0,0,0,15,10,11.6,-50,-11.1,0,0,-5.9,,3.3,9.1,-11.1,16.7,0,6.2,16.7,,,,50,-33.3,7.8,0.2,1.2,0.4,0.4,0.6,0,12.8,4,0.6,1.8,0.2,5.6,1.5,0,0,0,0.6,0.4
Aberdeen City Central,2021,45-49,All,Cluster,,199,10,36,16,34,37,0,353,147,18,78,5,221,59,0,5,5,10,21,-8.7,100,-10,-15.8,3,23.3,,-7.1,8.1,-14.3,-1.3,0,-4.7,11.3,,0,0,-9.1,16.7,8.2,0.4,1.5,0.7,1.4,1.5,0,14.6,6.1,0.7,3.2,0.2,9.1,2.4,0,0.2,0.2,0.4,0.9
Aberdeen City Central,2021,50-54,All,Cluster,,222,20,67,31,57,70,0,370,190,18,76,19,336,42,0,5,10,16,32,0.9,17.6,-9.5,14.8,-19.7,-2.8,,-0.8,1.1,12.5,5.6,5.6,-4.5,-14.3,,,100,-15.8,6.7,9.2,0.8,2.8,1.3,2.4,2.9,0,15.4,7.9,0.7,3.2,0.8,14,1.7,0,0.2,0.4,0.7,1.3
Aberdeen City Central,2021,55-59,All,Cluster,,227,17,118,43,109,128,0,392,243,10,61,19,520,50,0,5,25,34,49,-2.2,-10.5,16.8,4.9,9,-1.5,,1.8,3.8,0,-1.6,18.8,-1.5,13.6,,0,-19.4,30.8,4.3,9.5,0.7,5,1.8,4.6,5.4,0,16.5,10.2,0.4,2.6,0.8,21.9,2.1,0,0.2,1.1,1.4,2.1
Aberdeen City Central,2021,60-64,All,Cluster,,218,46,124,71,140,196,5,356,284,11,52,36,590,54,5,5,37,26,77,3.3,-2.1,-6.8,-6.6,-11.9,4.3,0,2.6,7.6,10,8.3,24.1,0.7,10.2,0,0,-11.9,4,0,10.3,2.2,5.8,3.3,6.6,9.2,0.2,16.8,13.4,0.5,2.4,1.7,27.8,2.5,0.2,0.2,1.7,1.2,3.6
Aberdeen City Central,2021,65-69,All,Cluster,,174,80,175,122,177,195,5,235,315,10,43,40,691,36,5,5,47,40,103,4.2,12.7,7.4,-3.2,-1.7,1.6,-68.8,-0.4,0.6,0,7.5,2.6,1.9,20,0,-50,-2.1,-9.1,2,9.5,4.4,9.5,6.6,9.6,10.6,0.3,12.8,17.1,0.5,2.3,2.2,37.6,2,0.3,0.3,2.6,2.2,5.6
Aberdeen City Central,2021,70-74,All,Cluster,,151,107,190,197,202,236,25,195,313,5,44,42,733,26,12,10,65,33,132,7.1,-1.8,1.6,2.6,4.1,-3.7,8.7,4.8,7.9,0,12.8,-2.3,4.4,-7.1,0,0,-3,26.9,6.5,9,6.4,11.4,11.8,12.1,14.1,1.5,11.7,18.7,0.3,2.6,2.5,43.9,1.6,0.7,0.6,3.9,2,7.9
Aberdeen City Central,2021,75-79,All,Cluster,,80,106,146,208,137,197,38,107,215,0,15,46,541,10,18,15,45,15,106,-3.6,-1.9,-5.2,-6.7,-2.1,-3,-7.3,-4.5,-3.2,,-28.6,-9.8,-3.7,0,5.9,50,-4.3,-25,-8.6,8,10.6,14.5,20.7,13.6,19.6,3.8,10.7,21.4,0,1.5,4.6,53.9,1,1.8,1.5,4.5,1.5,10.6
Aberdeen City Central,2021,80-84,All,Cluster,,78,114,146,210,79,163,43,85,165,0,28,41,459,5,13,10,50,16,128,8.3,5.6,12.3,-1.4,-4.8,0,-20.4,-1.2,7.8,,7.7,13.9,-0.6,-50,0,0,13.6,6.7,8.5,10.1,14.8,18.9,27.2,10.2,21.1,5.6,11,21.4,0,3.6,5.3,59.5,0.6,1.7,1.3,6.5,2.1,16.6
Aberdeen City Central,2021,85plus,All,Cluster,,64,129,122,280,53,178,88,78,119,0,15,59,463,5,22,28,37,10,125,-9.9,-3.7,3.4,1.8,10.4,0.6,-8.3,-4.9,8.2,,50,1.7,6.7,-50,-12,-12.5,0,0,0.8,9.5,19.1,18.1,41.5,7.9,26.4,13,11.6,17.6,0,2.2,8.7,68.6,0.7,3.3,4.1,5.5,1.5,18.5
Aberdeen City Central,2021,All,All,Cluster,,2615,639,1213,1205,1001,1418,208,3603,2287,222,694,315,4856,439,78,90,323,230,797,-2.5,1.3,1.4,-0.7,-2.1,-0.1,-12.6,-2.6,4.4,2.8,2.2,2.3,0.5,2.6,-3.7,-1.1,-2.7,0.9,1.9,6.9,1.7,3.2,3.2,2.6,3.7,0.5,9.4,6,0.6,1.8,0.8,12.7,1.2,0.2,0.2,0.8,0.6,2.1
Aberdeen City Central,2022,00-04,All,Cluster,,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,160,,,,,,,,,,0,,,,,,,,,0.5,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
