GPPractice/Area;Year;Age;Sex;AreaType;PracticeCode;PatientCount_Asthma;PatientCount_Atrial Fibrillation;PatientCount_Cancer;PatientCount_Chronic Kidney Disease (CKD);PatientCount_Chronic Obstructive Pulmonary Disease (COPD);PatientCount_Coronary Heart Disease (CHD);PatientCount_Dementia;PatientCount_Depression;PatientCount_Diabetes;PatientCount_Eating Disorder;PatientCount_Epilepsy;PatientCount_Heart Failure;PatientCount_Hypertension;PatientCount_Mental Health;PatientCount_Osteoporosis;PatientCount_Palliative Care;PatientCount_Peripheral Arterial Disease (PAD);PatientCount_Rheumatoid Arthritis;PatientCount_Stroke and TIA;Change_Asthma;Change_Atrial Fibrillation;Change_Cancer;Change_Chronic Kidney Disease (CKD);Change_Chronic Obstructive Pulmonary Disease (COPD);Change_Coronary Heart Disease (CHD);Change_Dementia;Change_Depression;Change_Diabetes;Change_Eating Disorder;Change_Epilepsy;Change_Heart Failure;Change_Hypertension;Change_Mental Health;Change_Osteoporosis;Change_Palliative Care;Change_Peripheral Arterial Disease (PAD);Change_Rheumatoid Arthritis;Change_Stroke and TIA;Rate_Asthma;Rate_Atrial Fibrillation;Rate_Cancer;Rate_Chronic Kidney Disease (CKD);Rate_Chronic Obstructive Pulmonary Disease (COPD);Rate_Coronary Heart Disease (CHD);Rate_Dementia;Rate_Depression;Rate_Diabetes;Rate_Eating Disorder;Rate_Epilepsy;Rate_Heart Failure;Rate_Hypertension;Rate_Mental Health;Rate_Osteoporosis;Rate_Palliative Care;Rate_Peripheral Arterial Disease (PAD);Rate_Rheumatoid Arthritis;Rate_Stroke and TIA
S - Yellow;2021;All;M;Cluster;;1342;379;499;364;621;964;76;1787;1292;18;410;257;2261;277;14;66;222;64;487;-4.9;-0.8;-0.6;-2.4;-5.5;-1.5;-9.5;3.6;2.1;-10;0.2;-0.8;0;3.4;-22.2;-5.7;-4.3;1.6;1.2;6.3;1.8;2.3;1.7;2.9;4.5;0.4;8.4;6.1;0.1;1.9;1.2;10.6;1.3;0.1;0.3;1;0.3;2.3
S - Yellow;2022;00-04;M;Cluster;;12;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;20;;;;;;;;;;0;;;;;;;;;1.3;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0
S - Yellow;2022;05-09;M;Cluster;;61;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;-3.2;;;;;;;;;;0;;;;;;;;;5.4;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0
S - Yellow;2022;10-14;M;Cluster;;78;0;0;0;0;0;0;0;5;5;10;0;0;0;0;0;0;0;0;-7.1;;;;;;;;0;;0;;;;;;;;;6.4;0;0;0;0;0;0;0;0.4;0.4;0.8;0;0;0;0;0;0;0;0
S - Yellow;2022;15-19;M;Cluster;;61;0;0;0;0;0;0;16;5;0;15;0;0;0;0;0;0;0;0;-6.2;;;;;;;45.5;0;;-6.2;;;;;;;;;5.1;0;0;0;0;0;0;1.3;0.4;0;1.2;0;0;0;0;0;0;0;0
S - Yellow;2022;20-24;M;Cluster;;58;0;0;0;0;0;0;36;11;0;25;0;0;5;0;0;0;0;0;-23.7;;;;;;;0;10;;0;;;0;;;;;;4.3;0;0;0;0;0;0;2.7;0.8;0;1.8;0;0;0.4;0;0;0;0;0
S - Yellow;2022;25-29;M;Cluster;;75;0;5;0;0;0;0;119;12;5;29;0;5;12;0;0;0;0;0;-13.8;;0;;;;;-9.2;-36.8;0;16;;0;-7.7;;;;;-100;4.4;0;0.3;0;0;0;0;7;0.7;0.3;1.7;0;0.3;0.7;0;0;0;0;0
S - Yellow;2022;30-34;M;Cluster;;115;5;5;0;0;5;0;197;26;0;23;0;16;28;0;0;0;0;5;3.6;;0;;;;;8.2;13;;-4.2;;6.7;-12.5;;;;;;6;0.3;0.3;0;0;0.3;0;10.3;1.4;0;1.2;0;0.8;1.5;0;0;0;0;0.3
S - Yellow;2022;35-39;M;Cluster;;109;5;14;0;0;5;0;220;41;0;35;0;31;27;0;0;0;5;0;4.8;0;-6.7;-100;;0;;-0.5;-6.8;;6.1;;0;58.8;;;;0;;6;0.3;0.8;0;0;0.3;0;12;2.2;0;1.9;0;1.7;1.5;0;0;0;0.3;0
S - Yellow;2022;40-44;M;Cluster;;99;5;10;5;10;10;0;230;60;0;29;5;69;24;0;0;0;5;10;1;0;100;;-9.1;-23.1;;20.4;1.7;;-14.7;0;-11.5;-20;;-100;;0;0;6;0.3;0.6;0.3;0.6;0.6;0;13.9;3.6;0;1.7;0.3;4.2;1.4;0;0;0;0.3;0.6
S - Yellow;2022;45-49;M;Cluster;;96;11;10;5;28;28;0;187;89;0;42;10;114;37;0;5;5;5;10;-15;-8.3;-23.1;0;-12.5;-3.4;;-4.1;-7.3;;0;-9.1;3.6;0;;0;0;0;-37.5;6.9;0.8;0.7;0.4;2;2;0;13.4;6.4;0;3;0.7;8.2;2.7;0;0.4;0.4;0.4;0.7
S - Yellow;2022;50-54;M;Cluster;;107;13;28;5;42;53;5;230;131;0;48;5;194;35;0;5;5;10;27;12.6;8.3;12;-50;-6.7;-14.5;;8.5;14.9;;29.7;0;1.6;16.7;;;0;100;17.4;7.1;0.9;1.9;0.3;2.8;3.5;0.3;15.3;8.7;0;3.2;0.3;12.9;2.3;0;0.3;0.3;0.7;1.8
S - Yellow;2022;55-59;M;Cluster;;115;23;47;15;101;117;0;206;184;0;39;30;275;39;0;5;26;12;45;-7.3;9.5;-9.6;7.1;6.3;3.5;-100;-5.5;6.4;;-20.4;-16.7;-2.8;5.4;;-50;-3.7;9.1;-16.7;7.6;1.5;3.1;1;6.7;7.7;0;13.6;12.2;0;2.6;2;18.2;2.6;0;0.3;1.7;0.8;3
S - Yellow;2022;60-64;M;Cluster;;114;39;59;26;109;160;5;166;194;0;40;39;369;31;0;5;34;5;61;5.6;-15.2;22.9;4;-11.4;1.3;0;12.9;2.6;;2.6;2.6;2.2;-8.8;-100;0;-12.8;0;-7.6;8.2;2.8;4.2;1.9;7.8;11.5;0.4;11.9;13.9;0;2.9;2.8;26.5;2.2;0;0.4;2.4;0.4;4.4
S - Yellow;2022;65-69;M;Cluster;;84;54;85;53;107;168;10;126;204;0;37;52;394;18;5;5;52;10;84;-9.7;-8.5;-9.6;-5.4;8.1;-1.2;100;6.8;2;;19.4;20.9;-2.5;12.5;;-50;20.9;0;-3.4;7.8;5;7.9;4.9;9.9;15.5;0.9;11.6;18.9;0;3.4;4.8;36.4;1.7;0.5;0.5;4.8;0.9;7.8
S - Yellow;2022;70-74;M;Cluster;;62;73;93;59;95;144;10;68;130;0;15;32;318;13;0;11;36;10;71;19.2;9;17.7;-3.3;9.2;-2.7;-23.1;4.6;1.6;;0;-3;1.3;-13.3;;120;-14.3;0;-11.2;8.7;10.3;13.1;8.3;13.3;20.2;1.4;9.6;18.3;0;2.1;4.5;44.7;1.8;0;1.5;5.1;1.4;10
S - Yellow;2022;75-79;M;Cluster;;33;56;56;57;66;130;18;37;106;0;14;36;227;5;5;12;31;5;78;13.8;-1.8;-6.7;-16.2;0;14;38.5;19.4;5;;-6.7;20;11.3;0;;0;6.9;0;21.9;7.2;12.2;12.2;12.4;14.4;28.3;3.9;8.1;23.1;0;3.1;7.8;49.5;1.1;1.1;2.6;6.8;1.1;17
S - Yellow;2022;80-84;M;Cluster;;17;46;56;63;40;73;18;16;87;0;5;23;138;5;5;5;19;5;41;-5.6;-6.1;-8.2;8.6;11.1;-6.4;5.9;-15.8;13;;0;-14.8;-4.2;;;-50;18.8;0;-10.9;6;16.3;19.9;22.3;14.2;25.9;6.4;5.7;30.9;0;1.8;8.2;48.9;1.8;1.8;1.8;6.7;1.8;14.5
S - Yellow;2022;85plus;M;Cluster;;12;46;34;65;21;72;15;10;50;0;5;23;128;0;5;5;12;0;42;0;7;0;6.6;-8.7;1.4;15.4;0;6.4;;0;0;9.4;-100;0;0;-20;;23.5;5.5;21.2;15.7;30;9.7;33.2;6.9;4.6;23;0;2.3;10.6;59;0;2.3;2.3;5.5;0;19.4
S - Yellow;2022;All;M;Cluster;;1308;376;499;358;622;963;80;1863;1334;19;417;262;2283;282;18;62;221;72;479;-2.5;-0.8;0;-1.6;0.2;-0.1;5.3;4.3;3.3;5.6;1.7;1.9;1;1.8;28.6;-6.1;-0.5;12.5;-1.6;6.1;1.8;2.3;1.7;2.9;4.5;0.4;8.7;6.2;0.1;1.9;1.2;10.6;1.3;0.1;0.3;1;0.3;2.2
S - Yellow;2023;00-04;M;Cluster;;10;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;-16.7;;;;;;;;;;0;;;;;;;;;1.1;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0
S - Yellow;2023;05-09;M;Cluster;;55;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;-9.8;;;;;;;;;;0;;;;;;;;;4.7;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0
S - Yellow;2023;10-14;M;Cluster;;82;0;0;0;0;0;0;0;5;5;14;0;0;0;0;0;0;0;0;5.1;;;;;;;;0;0;40;;;;;;;;;6.4;0;0;0;0;0;0;0;0.4;0.4;1.1;0;0;0;0;0;0;0;0
S - Yellow;2023;15-19;M;Cluster;;62;0;0;0;0;0;0;13;5;5;16;0;0;0;0;0;0;0;0;1.6;;;;;;;-18.8;0;;6.7;;;;;;;;;4.9;0;0;0;0;0;0;1;0.4;0.4;1.3;0;0;0;0;0;0;0;0
S - Yellow;2023;20-24;M;Cluster;;61;0;0;0;0;0;0;36;12;0;17;0;0;5;0;0;0;0;0;5.2;;;;;;;0;9.1;;-32;;;0;;;;;;4.7;0;0;0;0;0;0;2.8;0.9;0;1.3;0;0;0.4;0;0;0;0;0
S - Yellow;2023;25-29;M;Cluster;;83;0;5;0;0;0;0;112;16;0;30;0;10;10;0;0;0;0;0;10.7;;0;;;;;-5.9;33.3;-100;3.4;;100;-16.7;;;;;;4.9;0;0.3;0;0;0;0;6.6;0.9;0;1.8;0;0.6;0.6;0;0;0;0;0
S - Yellow;2023;30-34;M;Cluster;;100;0;5;0;0;5;0;194;25;5;25;0;14;22;0;0;0;0;0;-13;-100;0;;;0;;-1.5;-3.8;;8.7;;-12.5;-21.4;;;;;-100;5.2;0;0.3;0;0;0.3;0;10.2;1.3;0.3;1.3;0;0.7;1.2;0;0;0;0;0
S - Yellow;2023;35-39;M;Cluster;;103;5;10;0;5;5;0;225;45;0;34;0;33;30;0;0;0;5;5;-5.5;0;-28.6;;;0;;2.3;9.8;;-2.9;;6.5;11.1;;;;0;;5.4;0.3;0.5;0;0.3;0.3;0;11.8;2.4;0;1.8;0;1.7;1.6;0;0;0;0.3;0.3
S - Yellow;2023;40-44;M;Cluster;;94;5;12;5;5;10;0;245;68;0;34;5;71;27;0;0;0;10;5;-5.1;0;20;0;-50;0;;6.5;13.3;;17.2;0;2.9;12.5;;;;100;-50;5.3;0.3;0.7;0.3;0.3;0.6;0;13.8;3.8;0;1.9;0.3;4;1.5;0;0;0;0.6;0.3
S - Yellow;2023;45-49;M;Cluster;;96;10;10;5;29;27;0;182;81;0;42;10;119;35;0;0;0;5;5;0;-9.1;0;0;3.6;-3.6;;-2.7;-9;;0;0;4.4;-5.4;;-100;-100;0;-50;6.7;0.7;0.7;0.3;2;1.9;0;12.7;5.7;0;2.9;0.7;8.3;2.4;0;0;0;0.3;0.3
S - Yellow;2023;50-54;M;Cluster;;113;18;25;10;52;55;5;233;127;0;40;13;204;32;0;5;10;5;30;5.6;38.5;-10.7;100;23.8;3.8;0;1.3;-3.1;;-16.7;160;5.2;-8.6;;0;100;-50;11.1;7.7;1.2;1.7;0.7;3.5;3.7;0.3;15.8;8.6;0;2.7;0.9;13.9;2.2;0;0.3;0.7;0.3;2
S - Yellow;2023;55-59;M;Cluster;;101;22;42;14;90;114;0;205;167;0;41;28;273;43;0;5;23;12;48;-12.2;-4.3;-10.6;-6.7;-10.9;-2.6;;-0.5;-9.2;;5.1;-6.7;-0.7;10.3;;0;-11.5;0;6.7;6.9;1.5;2.9;1;6.1;7.8;0;14;11.4;0;2.8;1.9;18.6;2.9;0;0.3;1.6;0.8;3.3
S - Yellow;2023;60-64;M;Cluster;;113;41;69;32;103;154;5;174;218;0;40;40;375;33;0;10;37;10;63;-0.9;5.1;16.9;23.1;-5.5;-3.8;0;4.8;12.4;;0;2.6;1.6;6.5;;100;8.8;100;3.3;8;2.9;4.9;2.3;7.3;10.9;0.4;12.3;15.5;0;2.8;2.8;26.6;2.3;0;0.7;2.6;0.7;4.5
S - Yellow;2023;65-69;M;Cluster;;89;47;83;47;122;174;10;140;207;0;36;55;399;20;5;10;50;10;87;6;-13;-2.4;-11.3;14;3.6;0;11.1;1.5;;-2.7;5.8;1.3;11.1;0;100;-3.8;0;3.6;7.8;4.1;7.2;4.1;10.6;15.2;0.9;12.2;18.1;0;3.1;4.8;34.8;1.7;0.4;0.9;4.4;0.9;7.6
S - Yellow;2023;70-74;M;Cluster;;65;84;91;71;90;160;5;80;150;0;21;40;336;14;0;10;35;5;73;4.8;15.1;-2.2;20.3;-5.3;11.1;-50;17.6;15.4;;40;25;5.7;7.7;;-9.1;-2.8;-50;2.8;8.7;11.3;12.2;9.5;12.1;21.5;0.7;10.8;20.2;0;2.8;5.4;45.2;1.9;0;1.3;4.7;0.7;9.8
S - Yellow;2023;75-79;M;Cluster;;40;55;77;58;65;107;14;35;90;0;11;30;228;5;5;14;30;5;65;21.2;-1.8;37.5;1.8;-1.5;-17.7;-22.2;-5.4;-15.1;;-21.4;-16.7;0.4;0;0;16.7;-3.2;0;-16.7;8.6;11.9;16.6;12.5;14;23.1;3;7.6;19.4;0;2.4;6.5;49.2;1.1;1.1;3;6.5;1.1;14
S - Yellow;2023;80-84;M;Cluster;;14;54;58;62;45;80;18;22;81;0;5;25;142;5;0;10;22;5;48;-17.6;17.4;3.6;-1.6;12.5;9.6;0;37.5;-6.9;;0;8.7;2.9;0;-100;100;15.8;0;17.1;4.7;17.9;19.3;20.6;15;26.6;6;7.3;26.9;0;1.7;8.3;47.2;1.7;0;3.3;7.3;1.7;15.9
S - Yellow;2023;85plus;M;Cluster;;14;42;25;58;19;71;19;10;47;0;5;25;124;0;0;5;10;0;41;16.7;-8.7;-26.5;-10.8;-9.5;-1.4;26.7;0;-6;;0;8.7;-3.1;;-100;0;-16.7;;-2.4;6.6;19.9;11.8;27.5;9;33.6;9;4.7;22.3;0;2.4;11.8;58.8;0;0;2.4;4.7;0;19.4
S - Yellow;2023;All;M;Cluster;;1293;389;511;363;629;963;78;1904;1342;21;418;273;2334;285;13;73;216;72;480;-1.1;3.5;2.4;1.4;1.1;0;-2.5;2.2;0.6;10.5;0.2;4.2;2.2;1.1;-27.8;17.7;-2.3;0;0.2;5.9;1.8;2.3;1.7;2.9;4.4;0.4;8.7;6.1;0.1;1.9;1.2;10.7;1.3;0.1;0.3;1;0.3;2.2
Shetland;2018;00-04;M;Cluster;;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;1.1;0;0;0;0;0;0;0;0;0;1.1;0;0;0;0;0;0;0;0
Shetland;2018;05-09;M;Cluster;;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;10.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shetland;2018;10-14;M;Cluster;;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;11.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shetland;2018;15-19;M;Cluster;;41;0;0;0;0;0;0;10;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;9.5;0;0;0;0;0;0;2.3;1.2;0;0;0;0;0;0;0;0;0;0
Shetland;2018;20-24;M;Cluster;;44;0;0;0;0;0;0;48;5;0;5;0;0;5;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;9.1;0;0;0;0;0;0;10;1;0;1;0;0;1;0;0;0;0;0
Shetland;2018;25-29;M;Cluster;;32;0;5;0;0;0;0;67;0;0;10;0;5;5;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;5.8;0;0.9;0;0;0;0;12.2;0;0;1.8;0;0.9;0.9;0;0;0;0;0
Shetland;2018;30-34;M;Cluster;;42;0;0;0;0;0;0;68;10;0;10;0;5;10;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;7.7;0;0;0;0;0;0;12.4;1.8;0;1.8;0;0.9;1.8;0;0;0;0;0
Shetland;2018;35-39;M;Cluster;;34;0;5;0;0;0;0;62;11;0;5;5;14;5;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;6.5;0;1;0;0;0;0;11.8;2.1;0;1;1;2.7;1;0;0;0;0;0
Shetland;2018;40-44;M;Cluster;;32;5;5;0;0;0;0;49;17;0;5;0;43;10;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;6;0.9;0.9;0;0;0;0;9.2;3.2;0;0.9;0;8.1;1.9;0;0;0;0;0
Shetland;2018;45-49;M;Cluster;;46;5;5;0;0;10;0;59;25;0;14;0;64;10;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;7.7;0.8;0.8;0;0;1.7;0;9.8;4.2;0;2.3;0;10.7;1.7;0;0;0;0;0.8
Shetland;2018;50-54;M;Cluster;;51;10;11;5;10;19;0;60;35;0;12;0;109;12;0;0;0;5;10;;;;;;;;;;;;;;;;;;;;7.2;1.4;1.6;0.7;1.4;2.7;0;8.5;5;0;1.7;0;15.4;1.7;0;0;0;0.7;1.4
Shetland;2018;55-59;M;Cluster;;56;17;29;15;16;32;0;68;62;0;10;5;159;5;0;0;15;5;16;;;;;;;;;;;;;;;;;;;;8.4;2.6;4.4;2.3;2.4;4.8;0;10.3;9.4;0;1.5;0.8;24;0.8;0;0;2.3;0.8;2.4
Shetland;2018;60-64;M;Cluster;;37;17;32;16;10;36;0;39;54;0;10;10;186;5;0;0;12;0;12;;;;;;;;;;;;;;;;;;;;6.5;3;5.6;2.8;1.8;6.3;0;6.9;9.5;0;1.8;1.8;32.7;0.9;0;0;2.1;0;2.1
Shetland;2018;65-69;M;Cluster;;38;29;40;23;24;42;5;23;78;0;5;11;227;5;0;5;10;5;25;;;;;;;;;;;;;;;;;;;;7.3;5.6;7.7;4.4;4.6;8;1;4.4;14.9;0;1;2.1;43.5;1;0;1;1.9;1;4.8
Shetland;2018;70-74;M;Cluster;;44;48;59;53;39;82;5;19;83;0;10;30;231;5;0;5;16;10;34;;;;;;;;;;;;;;;;;;;;9.1;9.9;12.2;11;8.1;16.9;1;3.9;17.1;0;2.1;6.2;47.7;1;0;1;3.3;2.1;7
Shetland;2018;75-79;M;Cluster;;17;44;56;55;22;76;19;12;59;0;5;25;200;0;0;0;18;10;35;;;;;;;;;;;;;;;;;;;;5;13.1;16.6;16.3;6.5;22.6;5.6;3.6;17.5;0;1.5;7.4;59.3;0;0;0;5.3;3;10.4
Shetland;2018;80-84;M;Cluster;;5;33;36;49;14;47;13;10;34;0;5;17;120;0;0;0;10;5;33;;;;;;;;;;;;;;;;;;;;2.6;17;18.6;25.3;7.2;24.2;6.7;5.2;17.5;0;2.6;8.8;61.9;0;0;0;5.2;2.6;17
Shetland;2018;85plus;M;Cluster;;10;39;27;51;10;45;15;5;23;0;0;31;93;0;0;5;5;5;25;;;;;;;;;;;;;;;;;;;;7.5;29.1;20.1;38.1;7.5;33.6;11.2;3.7;17.2;0;0;23.1;69.4;0;0;3.7;3.7;3.7;18.7
Shetland;2018;All;M;Cluster;;645;250;308;271;147;391;59;598;501;10;113;133;1458;78;0;24;87;42;194;;;;;;;;;;;;;;;;;;;;7.4;2.9;3.5;3.1;1.7;4.5;0.7;6.9;5.7;0.1;1.3;1.5;16.7;0.9;0;0.3;1;0.5;2.2
Shetland;2019;00-04;M;Cluster;;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;;;;;;;;;;-100;;;;;;;;;2.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shetland;2019;05-09;M;Cluster;;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-17.6;;;;;;;;;;;;;;;;;;;8.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shetland;2019;10-14;M;Cluster;;50;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;-10.7;;;;;;;;;;;;;;;;;;;10.1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Shetland;2019;15-19;M;Cluster;;40;0;0;0;0;0;0;13;5;0;0;0;0;0;0;0;0;0;0;-2.4;;;;;;;30;0;;;;;;;;;;;8.9;0;0;0;0;0;0;2.9;1.1;0;0;0;0;0;0;0;0;0;0
Shetland;2019;20-24;M;Cluster;;38;0;0;0;0;0;0;41;5;0;5;0;0;0;0;0;0;0;0;-13.6;;;;;;;-14.6;0;;0;;;-100;;;;;;8.4;0;0;0;0;0;0;9;1.1;0;1.1;0;0;0;0;0;0;0;0
Shetland;2019;25-29;M;Cluster;;39;0;5;0;0;0;0;78;0;0;5;0;5;10;0;0;0;0;0;21.9;;0;;;;;16.4;;;-50;;0;100;;;;;;6.9;0;0.9;0;0;0;0;13.9;0;0;0.9;0;0.9;1.8;0;0;0;0;0
Shetland;2019;30-34;M;Cluster;;35;0;0;0;0;0;0;78;5;0;5;0;5;10;0;0;0;0;0;-16.7;;;;;;;14.7;-50;;-50;;0;0;;;;;;6.3;0;0;0;0;0;0;14;0.9;0;0.9;0;0.9;1.8;0;0;0;0;0
Shetland;2019;35-39;M;Cluster;;31;5;5;0;0;0;0;70;10;5;5;5;16;5;0;0;0;0;0;-8.8;;0;;;;;12.9;-9.1;;0;0;14.3;0;;;;;;5.9;1;1;0;0;0;0;13.4;1.9;1;1;1;3.1;1;0;0;0;0;0
Shetland;2019;40-44;M;Cluster;;37;5;5;0;0;0;0;52;18;0;5;0;35;5;0;0;0;0;0;15.6;0;0;;;;;6.1;5.9;;0;;-18.6;-50;;;;;;7.3;1;1;0;0;0;0;10.3;3.6;0;1;0;6.9;1;0;0;0;0;0
Shetland;2019;45-49;M;Cluster;;39;5;5;0;5;10;0;60;30;0;17;0;77;13;0;0;0;0;5;-15.2;0;0;;;0;;1.7;20;;21.4;;20.3;30;;;;;0;6.4;0.8;0.8;0;0.8;1.6;0;9.9;4.9;0;2.8;0;12.7;2.1;0;0;0;0;0.8
Shetland;2019;50-54;M;Cluster;;55;10;10;5;10;15;0;65;30;0;10;0;101;12;0;0;0;5;10;7.8;0;-9.1;0;0;-21.1;;8.3;-14.3;;-16.7;;-7.3;0;;;;0;0;8.1;1.5;1.5;0.7;1.5;2.2;0;9.5;4.4;0;1.5;0;14.8;1.8;0;0;0;0.7;1.5
Shetland;2019;55-59;M;Cluster;;53;15;26;12;17;34;0;70;63;0;11;5;155;5;0;5;10;5;13;-5.4;-11.8;-10.3;-20;6.2;6.2;;2.9;1.6;;10;0;-2.5;0;;;-33.3;0;-18.8;8;2.3;3.9;1.8;2.6;5.2;0;10.6;9.6;0;1.7;0.8;23.5;0.8;0;0.8;1.5;0.8;2
Shetland;2019;60-64;M;Cluster;;41;20;35;20;16;51;0;53;49;0;10;10;202;5;0;0;15;0;15;10.8;17.6;9.4;25;60;41.7;;35.9;-9.3;;0;0;8.6;0;;;25;;25;6.7;3.3;5.8;3.3;2.6;8.4;0;8.7;8.1;0;1.6;1.6;33.2;0.8;0;0;2.5;0;2.5
Shetland;2019;65-69;M;Cluster;;34;28;38;25;22;41;5;23;75;0;5;11;232;5;0;5;11;5;25;-10.5;-3.4;-5;8.7;-8.3;-2.4;0;0;-3.8;;0;0;2.2;0;;0;10;0;0;6.9;5.7;7.7;5.1;4.5;8.3;1;4.7;15.2;0;1;2.2;47;1;0;1;2.2;1;5.1
Shetland;2019;70-74;M;Cluster;;48;47;65;43;37;77;10;22;85;0;10;28;233;5;0;5;22;10;31;9.1;-2.1;10.2;-18.9;-5.1;-6.1;100;15.8;2.4;;0;-6.7;0.9;0;;0;37.5;0;-8.8;9.6;9.4;13;8.6;7.4;15.4;2;4.4;17;0;2;5.6;46.5;1;0;1;4.4;2;6.2
Shetland;2019;75-79;M;Cluster;;22;53;61;65;26;86;16;11;62;0;5;31;209;0;0;5;16;5;34;29.4;20.5;8.9;18.2;18.2;13.2;-15.8;-8.3;5.1;;0;24;4.5;;;;-11.1;-50;-2.9;6.3;15.1;17.4;18.6;7.4;24.6;4.6;3.1;17.7;0;1.4;8.9;59.7;0;0;1.4;4.6;1.4;9.7
Shetland;2019;80-84;M;Cluster;;5;50;40;59;18;52;17;16;44;0;5;17;138;5;0;5;13;5;39;0;51.5;11.1;20.4;28.6;10.6;30.8;60;29.4;;0;0;15;;;;30;0;18.2;2.3;22.9;18.3;27.1;8.3;23.9;7.8;7.3;20.2;0;2.3;7.8;63.3;2.3;0;2.3;6;2.3;17.9
Shetland;2019;85plus;M;Cluster;;11;41;27;56;10;42;21;5;18;0;0;33;94;0;0;10;10;5;26;10;5.1;0;9.8;0;-6.7;40;0;-21.7;;;6.5;1.1;;;100;100;0;4;7.7;28.7;18.9;39.2;7;29.4;14.7;3.5;12.6;0;0;23.1;65.7;0;0;7;7;3.5;18.2
Shetland;2019;All;M;Cluster;;633;278;324;292;160;411;67;657;504;10;111;142;1506;78;0;36;98;42;196;-1.9;11.2;5.2;7.7;8.8;5.1;13.6;9.9;0.6;0;-1.8;6.8;3.3;0;;50;12.6;0;1;7.2;3.2;3.7;3.3;1.8;4.7;0.8;7.5;5.8;0.1;1.3;1.6;17.2;0.9;0;0.4;1.1;0.5;2.2
Shetland;2020;00-04;M;Cluster;;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;-54.5;;;;;;;;;;;;;;;;;;;1.1;0;0;0;0;0;0;0;0;0;1.1;0;0;0;0;0;0;0;0
Shetland;2020;05-09;M;Cluster;;43;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2.4;;;;;;;;;;;;;;;;;;;8.8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Shetland;2020;10-14;M;Cluster;;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;-100;;;;;;;;;;;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shetland;2020;15-19;M;Cluster;;43;0;0;0;0;0;0;10;5;0;0;0;0;0;0;0;0;0;0;7.5;;;;;;;-23.1;0;;;;;;;;;;;9.1;0;0;0;0;0;0;2.1;1.1;0;0;0;0;0;0;0;0;0;0
Shetland;2020;20-24;M;Cluster;;43;0;0;0;0;0;0;46;0;0;5;0;0;0;0;0;0;0;0;13.2;;;;;;;12.2;-100;;0;;;;;;;;;9.6;0;0;0;0;0;0;10.2;0;0;1.1;0;0;0;0;0;0;0;0
Shetland;2020;25-29;M;Cluster;;42;0;0;0;0;0;0;88;5;0;10;0;5;10;0;0;0;0;0;7.7;;-100;;;;;12.8;;;100;;0;0;;;;;;7.4;0;0;0;0;0;0;15.6;0.9;0;1.8;0;0.9;1.8;0;0;0;0;0
Shetland;2020;30-34;M;Cluster;;49;0;5;0;0;0;0;82;5;0;5;0;5;10;0;0;0;0;0;40;;;;;;;5.1;0;;0;;0;0;;;;;;8.4;0;0.9;0;0;0;0;14;0.9;0;0.9;0;0.9;1.7;0;0;0;0;0
