GPPractice/Area;Year;Age;Sex;AreaType;PracticeCode;PatientCount_Asthma;PatientCount_Atrial Fibrillation;PatientCount_Cancer;PatientCount_Chronic Kidney Disease (CKD);PatientCount_Chronic Obstructive Pulmonary Disease (COPD);PatientCount_Coronary Heart Disease (CHD);PatientCount_Dementia;PatientCount_Depression;PatientCount_Diabetes;PatientCount_Eating Disorder;PatientCount_Epilepsy;PatientCount_Heart Failure;PatientCount_Hypertension;PatientCount_Mental Health;PatientCount_Osteoporosis;PatientCount_Palliative Care;PatientCount_Peripheral Arterial Disease (PAD);PatientCount_Rheumatoid Arthritis;PatientCount_Stroke and TIA;Change_Asthma;Change_Atrial Fibrillation;Change_Cancer;Change_Chronic Kidney Disease (CKD);Change_Chronic Obstructive Pulmonary Disease (COPD);Change_Coronary Heart Disease (CHD);Change_Dementia;Change_Depression;Change_Diabetes;Change_Eating Disorder;Change_Epilepsy;Change_Heart Failure;Change_Hypertension;Change_Mental Health;Change_Osteoporosis;Change_Palliative Care;Change_Peripheral Arterial Disease (PAD);Change_Rheumatoid Arthritis;Change_Stroke and TIA;Rate_Asthma;Rate_Atrial Fibrillation;Rate_Cancer;Rate_Chronic Kidney Disease (CKD);Rate_Chronic Obstructive Pulmonary Disease (COPD);Rate_Coronary Heart Disease (CHD);Rate_Dementia;Rate_Depression;Rate_Diabetes;Rate_Eating Disorder;Rate_Epilepsy;Rate_Heart Failure;Rate_Hypertension;Rate_Mental Health;Rate_Osteoporosis;Rate_Palliative Care;Rate_Peripheral Arterial Disease (PAD);Rate_Rheumatoid Arthritis;Rate_Stroke and TIA
Aberdeen City Central;2018;00-04;M;Cluster;;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aberdeen City Central;2018;05-09;M;Cluster;;29;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;4.5;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0
Aberdeen City Central;2018;10-14;M;Cluster;;35;0;0;0;0;0;0;0;5;0;11;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;6.3;0;0;0;0;0;0;0;0.9;0;2;0;0;0;0;0;0;0;0
Aberdeen City Central;2018;15-19;M;Cluster;;35;0;0;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;7.4;0;0;0;0;0;0;1.1;0;0;1.1;0;0;0;0;0;0;0;0
Aberdeen City Central;2018;20-24;M;Cluster;;56;0;5;0;0;0;0;34;5;0;5;0;5;10;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;6.5;0;0.6;0;0;0;0;4;0.6;0;0.6;0;0.6;1.2;0;0;0;0;0
Aberdeen City Central;2018;25-29;M;Cluster;;55;0;5;0;0;0;0;54;10;0;17;0;0;5;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;4.5;0;0.4;0;0;0;0;4.4;0.8;0;1.4;0;0;0.4;0;0;0;0;0
Aberdeen City Central;2018;30-34;M;Cluster;;63;0;5;5;0;0;0;62;17;0;25;0;24;23;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;4.9;0;0.4;0.4;0;0;0;4.8;1.3;0;2;0;1.9;1.8;0;0;0;0;0
Aberdeen City Central;2018;35-39;M;Cluster;;66;0;10;0;0;5;0;66;31;5;14;0;24;13;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;5.9;0;0.9;0;0;0.4;0;5.9;2.8;0.4;1.2;0;2.1;1.2;0;0;0;0;0
Aberdeen City Central;2018;40-44;M;Cluster;;61;0;5;0;10;10;0;60;35;0;25;0;36;18;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;6.9;0;0.6;0;1.1;1.1;0;6.8;4;0;2.8;0;4.1;2.1;0;0;0;0;0.6
Aberdeen City Central;2018;45-49;M;Cluster;;69;5;14;5;13;22;0;100;50;0;33;5;103;19;0;0;0;0;10;;;;;;;;;;;;;;;;;;;;7.4;0.5;1.5;0.5;1.4;2.3;0;10.7;5.3;0;3.5;0.5;11;2;0;0;0;0;1.1
Aberdeen City Central;2018;50-54;M;Cluster;;59;5;19;10;25;33;0;72;78;0;29;10;136;20;0;0;5;0;13;;;;;;;;;;;;;;;;;;;;6.9;0.6;2.2;1.2;2.9;3.9;0;8.5;9.2;0;3.4;1.2;16;2.4;0;0;0.6;0;1.5
Aberdeen City Central;2018;55-59;M;Cluster;;53;10;27;18;31;72;0;79;88;0;24;13;179;13;0;5;13;0;14;;;;;;;;;;;;;;;;;;;;7;1.3;3.6;2.4;4.1;9.5;0;10.4;11.6;0;3.2;1.7;23.6;1.7;0;0.7;1.7;0;1.8
Aberdeen City Central;2018;60-64;M;Cluster;;61;26;32;27;51;70;0;63;97;0;22;13;218;10;0;0;16;5;35;;;;;;;;;;;;;;;;;;;;8.3;3.5;4.3;3.7;6.9;9.5;0;8.5;13.1;0;3;1.8;29.5;1.4;0;0;2.2;0.7;4.7
Aberdeen City Central;2018;65-69;M;Cluster;;40;24;49;39;55;96;0;34;115;0;18;22;235;5;0;5;31;0;34;;;;;;;;;;;;;;;;;;;;7.1;4.2;8.7;6.9;9.7;17;0;6;20.3;0;3.2;3.9;41.5;0.9;0;0.9;5.5;0;6
Aberdeen City Central;2018;70-74;M;Cluster;;19;24;48;48;55;70;10;23;98;0;13;19;192;5;0;5;32;5;42;;;;;;;;;;;;;;;;;;;;4.2;5.4;10.7;10.7;12.3;15.6;2.2;5.1;21.9;0;2.9;4.2;42.9;1.1;0;1.1;7.1;1.1;9.4
Aberdeen City Central;2018;75-79;M;Cluster;;18;39;54;45;34;84;16;10;51;0;5;17;135;0;5;5;19;5;39;;;;;;;;;;;;;;;;;;;;6.4;13.8;19.1;15.9;12;29.7;5.7;3.5;18;0;1.8;6;47.7;0;1.8;1.8;6.7;1.8;13.8
Aberdeen City Central;2018;80-84;M;Cluster;;11;23;49;53;33;64;15;5;45;0;5;16;111;0;0;5;19;5;42;;;;;;;;;;;;;;;;;;;;5.3;11.2;23.8;25.7;16;31.1;7.3;2.4;21.8;0;2.4;7.8;53.9;0;0;2.4;9.2;2.4;20.4
Aberdeen City Central;2018;85plus;M;Cluster;;15;24;29;47;10;37;18;10;28;0;0;19;76;0;0;5;10;0;29;;;;;;;;;;;;;;;;;;;;11.5;18.3;22.1;35.9;7.6;28.2;13.7;7.6;21.4;0;0;14.5;58;0;0;3.8;7.6;0;22.1
Aberdeen City Central;2018;All;M;Cluster;;750;184;348;300;316;560;60;676;753;12;264;139;1476;149;10;29;148;29;265;;;;;;;;;;;;;;;;;;;;5.9;1.5;2.7;2.4;2.5;4.4;0.5;5.3;5.9;0.1;2.1;1.1;11.7;1.2;0.1;0.2;1.2;0.2;2.1
Aberdeen City Central;2019;00-04;M;Cluster;;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aberdeen City Central;2019;05-09;M;Cluster;;49;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;69;;;;;;;;;;120;;;;;;;;;5;0;0;0;0;0;0;0;0;0;1.1;0;0;0;0;0;0;0;0
Aberdeen City Central;2019;10-14;M;Cluster;;59;0;0;0;0;0;0;0;5;0;11;0;0;0;0;0;0;0;0;68.6;;;;;;;;0;;0;;;;;;;;;6.8;0;0;0;0;0;0;0;0.6;0;1.3;0;0;0;0;0;0;0;0
Aberdeen City Central;2019;15-19;M;Cluster;;51;0;0;0;0;0;0;13;5;0;10;0;0;0;0;0;0;0;0;45.7;;;;;;;160;;;100;;;;;;;;;7.3;0;0;0;0;0;0;1.9;0.7;0;1.4;0;0;0;0;0;0;0;0
Aberdeen City Central;2019;20-24;M;Cluster;;72;0;5;0;0;0;0;64;10;0;13;0;5;10;0;0;0;0;0;28.6;;0;;;;;88.2;100;;160;;0;0;;;;;;5.9;0;0.4;0;0;0;0;5.3;0.8;0;1.1;0;0.4;0.8;0;0;0;0;0
Aberdeen City Central;2019;25-29;M;Cluster;;79;0;5;0;0;0;0;110;13;0;22;0;5;11;0;0;0;0;0;43.6;;0;;;;;103.7;30;;29.4;;;120;;;;;;4.7;0;0.3;0;0;0;0;6.6;0.8;0;1.3;0;0.3;0.7;0;0;0;0;0
Aberdeen City Central;2019;30-34;M;Cluster;;82;0;5;5;0;0;0;124;29;0;28;0;31;26;0;0;0;0;0;30.2;;0;0;;;;100;70.6;;12;;29.2;13;;;;;;4.3;0;0.3;0.3;0;0;0;6.6;1.5;0;1.5;0;1.6;1.4;0;0;0;0;0
Aberdeen City Central;2019;35-39;M;Cluster;;94;0;15;0;0;0;0;139;35;5;25;5;47;26;0;0;0;0;5;42.4;;50;;;-100;;110.6;12.9;0;78.6;;95.8;100;;;;;;5.4;0;0.9;0;0;0;0;8;2;0.3;1.4;0.3;2.7;1.5;0;0;0;0;0.3
Aberdeen City Central;2019;40-44;M;Cluster;;93;5;12;0;5;10;0;121;55;5;32;0;70;24;0;0;0;5;5;52.5;;140;;-50;0;;101.7;57.1;;28;;94.4;33.3;;;;;0;6.9;0.4;0.9;0;0.4;0.7;0;9;4.1;0.4;2.4;0;5.2;1.8;0;0;0;0.4;0.4
Aberdeen City Central;2019;45-49;M;Cluster;;88;5;16;5;13;17;0;157;72;0;44;5;121;30;0;0;5;0;14;27.5;0;14.3;0;0;-22.7;;57;44;;33.3;0;17.5;57.9;;;;;40;6.7;0.4;1.2;0.4;1;1.3;0;11.9;5.4;0;3.3;0.4;9.1;2.3;0;0;0.4;0;1.1
Aberdeen City Central;2019;50-54;M;Cluster;;90;12;29;11;36;48;0;142;103;0;44;12;198;28;0;0;10;5;15;52.5;140;52.6;10;44;45.5;;97.2;32.1;;51.7;20;45.6;40;;;100;;15.4;7.5;1;2.4;0.9;3;4;0;11.8;8.5;0;3.6;1;16.4;2.3;0;0;0.8;0.4;1.2
Aberdeen City Central;2019;55-59;M;Cluster;;88;12;39;21;47;92;5;134;127;0;37;15;253;25;0;0;20;5;22;66;20;44.4;16.7;51.6;27.8;;69.6;44.3;;54.2;15.4;41.3;92.3;;-100;53.8;;57.1;7.6;1;3.4;1.8;4;7.9;0.4;11.5;10.9;0;3.2;1.3;21.8;2.2;0;0;1.7;0.4;1.9
Aberdeen City Central;2019;60-64;M;Cluster;;75;37;53;38;72;110;0;128;153;0;27;21;313;22;0;5;26;10;49;23;42.3;65.6;40.7;41.2;57.1;;103.2;57.7;;22.7;61.5;43.6;120;;;62.5;100;40;6.9;3.4;4.9;3.5;6.7;10.2;0;11.8;14.2;0;2.5;1.9;29;2;0;0.5;2.4;0.9;4.5
Aberdeen City Central;2019;65-69;M;Cluster;;68;42;55;61;79;137;5;71;166;0;24;29;330;10;0;5;35;5;55;70;75;12.2;56.4;43.6;42.7;;108.8;44.3;;33.3;31.8;40.4;100;;0;12.9;;61.8;8;5;6.5;7.2;9.3;16.2;0.6;8.4;19.6;0;2.8;3.4;39;1.2;0;0.6;4.1;0.6;6.5
Aberdeen City Central;2019;70-74;M;Cluster;;42;52;88;76;83;128;12;57;156;0;20;25;328;15;0;10;43;10;67;121.1;116.7;83.3;58.3;50.9;82.9;20;147.8;59.2;;53.8;31.6;70.8;200;;100;34.4;100;59.5;5.7;7.1;12;10.3;11.3;17.4;1.6;7.8;21.2;0;2.7;3.4;44.6;2;0;1.4;5.9;1.4;9.1
Aberdeen City Central;2019;75-79;M;Cluster;;25;64;87;76;59;127;25;31;93;0;10;28;222;5;5;5;28;5;61;38.9;64.1;61.1;68.9;73.5;51.2;56.2;210;82.4;;100;64.7;64.4;;0;0;47.4;0;56.4;5.6;14.4;19.6;17.1;13.3;28.6;5.6;7;20.9;0;2.3;6.3;50;1.1;1.1;1.1;6.3;1.1;13.7
Aberdeen City Central;2019;80-84;M;Cluster;;19;42;64;81;36;92;27;15;63;0;5;24;178;0;0;10;24;5;62;72.7;82.6;30.6;52.8;9.1;43.8;80;200;40;;0;50;60.4;;;100;26.3;0;47.6;6.4;14.2;21.6;27.4;12.2;31.1;9.1;5.1;21.3;0;1.7;8.1;60.1;0;0;3.4;8.1;1.7;20.9
Aberdeen City Central;2019;85plus;M;Cluster;;19;46;49;79;14;79;33;27;45;0;5;26;136;5;5;13;18;0;49;26.7;91.7;69;68.1;40;113.5;83.3;170;60.7;;;36.8;78.9;;;160;80;;69;8.4;20.3;21.6;34.8;6.2;34.8;14.5;11.9;19.8;0;2.2;11.5;59.9;2.2;2.2;5.7;7.9;0;21.6
Aberdeen City Central;2019;All;M;Cluster;;1099;319;524;461;448;841;105;1333;1129;16;367;193;2235;235;11;47;212;51;409;46.5;73.4;50.6;53.7;41.8;50.2;75;97.2;49.9;33.3;39;38.8;51.4;57.7;10;62.1;43.2;75.9;54.3;5.9;1.7;2.8;2.5;2.4;4.5;0.6;7.1;6;0.1;2;1;11.9;1.3;0.1;0.3;1.1;0.3;2.2
Aberdeen City Central;2020;00-04;M;Cluster;;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aberdeen City Central;2020;05-09;M;Cluster;;40;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;-18.4;;;;;;;;;;-54.5;;;;;;;;;4;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0
Aberdeen City Central;2020;10-14;M;Cluster;;62;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;5.1;;;;;;;;-100;;18.2;;;;;;;;;6.9;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0
Aberdeen City Central;2020;15-19;M;Cluster;;56;0;0;0;0;0;0;10;5;0;10;0;0;0;0;0;0;0;0;9.8;;;;;;;-23.1;0;;0;;;;;;;;;7.5;0;0;0;0;0;0;1.3;0.7;0;1.3;0;0;0;0;0;0;0;0
Aberdeen City Central;2020;20-24;M;Cluster;;70;0;5;0;0;0;0;56;5;5;15;0;5;10;0;0;0;0;0;-2.8;;0;;;;;-12.5;-50;;15.4;;0;0;;;;;;5.9;0;0.4;0;0;0;0;4.7;0.4;0.4;1.3;0;0.4;0.8;0;0;0;0;0
Aberdeen City Central;2020;25-29;M;Cluster;;86;0;10;0;0;0;0;107;17;0;26;0;5;17;0;0;0;0;0;8.9;;100;;;;;-2.7;30.8;;18.2;;0;54.5;;;;;;5.2;0;0.6;0;0;0;0;6.4;1;0;1.6;0;0.3;1;0;0;0;0;0
Aberdeen City Central;2020;30-34;M;Cluster;;89;0;5;0;0;0;0;114;28;5;29;0;20;25;0;0;0;0;0;8.5;;0;-100;;;;-8.1;-3.4;;3.6;;-35.5;-3.8;;;;;;4.5;0;0.3;0;0;0;0;5.8;1.4;0.3;1.5;0;1;1.3;0;0;0;0;0
Aberdeen City Central;2020;35-39;M;Cluster;;89;0;10;5;0;0;0;143;33;0;35;5;55;24;0;0;0;0;5;-5.3;;-33.3;;;;;2.9;-5.7;-100;40;0;17;-7.7;;;;;0;5;0;0.6;0.3;0;0;0;8.1;1.9;0;2;0.3;3.1;1.4;0;0;0;0;0.3
Aberdeen City Central;2020;40-44;M;Cluster;;98;5;17;0;5;12;0;127;60;5;27;5;79;19;0;0;0;5;10;5.4;0;41.7;;0;20;;5;9.1;0;-15.6;;12.9;-20.8;;;;0;100;6.8;0.3;1.2;0;0.3;0.8;0;8.9;4.2;0.3;1.9;0.3;5.5;1.3;0;0;0;0.3;0.7
Aberdeen City Central;2020;45-49;M;Cluster;;96;5;16;5;21;20;0;153;83;0;49;5;121;34;0;0;5;0;13;9.1;0;0;0;61.5;17.6;;-2.5;15.3;;11.4;0;0;13.3;;;0;;-7.1;7.2;0.4;1.2;0.4;1.6;1.5;0;11.4;6.2;0;3.7;0.4;9;2.5;0;0;0.4;0;1
Aberdeen City Central;2020;50-54;M;Cluster;;98;12;28;13;30;47;0;140;105;0;45;13;197;31;0;0;5;5;18;8.9;0;-3.4;18.2;-16.7;-2.1;;-1.4;1.9;;2.3;8.3;-0.5;10.7;;;-50;0;20;8;1;2.3;1.1;2.4;3.8;0;11.4;8.6;0;3.7;1.1;16.1;2.5;0;0;0.4;0.4;1.5
Aberdeen City Central;2020;55-59;M;Cluster;;83;14;41;14;40;96;0;127;141;0;38;16;284;26;0;0;21;5;24;-5.7;16.7;5.1;-33.3;-14.9;4.3;-100;-5.2;11;;2.7;6.7;12.3;4;;;5;0;9.1;7;1.2;3.5;1.2;3.4;8.1;0;10.7;11.9;0;3.2;1.4;24;2.2;0;0;1.8;0.4;2
Aberdeen City Central;2020;60-64;M;Cluster;;78;32;53;33;80;118;5;131;151;0;26;18;297;21;0;5;30;5;40;4;-13.5;0;-13.2;11.1;7.3;;2.3;-1.3;;-3.7;-14.3;-5.1;-4.5;;0;15.4;-50;-18.4;7.3;3;5;3.1;7.5;11.1;0.5;12.3;14.2;0;2.4;1.7;27.9;2;0;0.5;2.8;0.5;3.8
Aberdeen City Central;2020;65-69;M;Cluster;;74;49;58;58;82;132;5;91;180;0;27;29;344;12;0;5;30;10;59;8.8;16.7;5.5;-4.9;3.8;-3.6;0;28.2;8.4;;12.5;0;4.2;20;;0;-14.3;100;7.3;8.2;5.4;6.4;6.4;9.1;14.7;0.6;10.1;20;0;3;3.2;38.2;1.3;0;0.6;3.3;1.1;6.6
Aberdeen City Central;2020;70-74;M;Cluster;;54;64;90;72;89;135;11;53;160;0;19;23;329;13;0;5;41;10;66;28.6;23.1;2.3;-5.3;7.2;5.5;-8.3;-7;2.6;;-5;-8;0.3;-13.3;;-50;-4.7;0;-1.5;7.1;8.4;11.8;9.5;11.7;17.7;1.4;7;21;0;2.5;3;43.2;1.7;0;0.7;5.4;1.3;8.7
Aberdeen City Central;2020;75-79;M;Cluster;;20;59;73;79;62;116;19;34;98;0;5;27;234;5;5;5;28;5;68;-20;-7.8;-16.1;3.9;5.1;-8.7;-24;9.7;5.4;;-50;-3.6;5.4;0;0;0;0;0;11.5;4.5;13.2;16.4;17.7;13.9;26;4.3;7.6;22;0;1.1;6.1;52.5;1.1;1.1;1.1;6.3;1.1;15.2
Aberdeen City Central;2020;80-84;M;Cluster;;19;47;61;72;35;81;26;19;63;0;10;17;173;0;0;5;22;5;66;0;11.9;-4.7;-11.1;-2.8;-12;-3.7;26.7;0;;100;-29.2;-2.8;;;-50;-8.3;0;6.5;6.3;15.5;20.1;23.8;11.6;26.7;8.6;6.3;20.8;0;3.3;5.6;57.1;0;0;1.7;7.3;1.7;21.8
Aberdeen City Central;2020;85plus;M;Cluster;;16;54;49;82;12;81;31;21;45;0;5;25;135;5;0;11;18;0;54;-15.8;17.4;0;3.8;-14.3;2.5;-6.1;-22.2;0;;0;-3.8;-0.7;0;-100;-15.4;0;;10.2;7.2;24.4;22.2;37.1;5.4;36.7;14;9.5;20.4;0;2.3;11.3;61.1;2.3;0;5;8.1;0;24.4
Aberdeen City Central;2020;All;M;Cluster;;1137;346;515;437;461;839;94;1325;1180;20;386;181;2281;242;10;40;202;55;424;3.5;8.5;-1.7;-5.2;2.9;-0.2;-10.5;-0.6;4.5;25;5.2;-6.2;2.1;3;-9.1;-14.9;-4.7;7.8;3.7;6;1.8;2.7;2.3;2.4;4.4;0.5;6.9;6.2;0.1;2;0.9;11.9;1.3;0.1;0.2;1.1;0.3;2.2
Aberdeen City Central;2021;00-04;M;Cluster;;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-50;;;;;;;;;;;;;;;;;;;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aberdeen City Central;2021;05-09;M;Cluster;;37;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;-7.5;;;;;;;;;;0;;;;;;;;;3.7;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0
Aberdeen City Central;2021;10-14;M;Cluster;;50;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;-19.4;;;;;;;;;;-15.4;;;;;;;;;5.5;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0
Aberdeen City Central;2021;15-19;M;Cluster;;45;0;0;0;0;0;0;5;5;0;13;0;0;0;0;0;0;0;0;-19.6;;;;;;;-50;0;;30;;;;;;;;;5.7;0;0;0;0;0;0;0.6;0.6;0;1.7;0;0;0;0;0;0;0;0
Aberdeen City Central;2021;20-24;M;Cluster;;64;0;5;0;0;0;0;47;5;0;16;0;5;10;0;0;0;0;0;-8.6;;0;;;;;-16.1;0;-100;6.7;;0;0;;;;;;5.6;0;0.4;0;0;0;0;4.1;0.4;0;1.4;0;0.4;0.9;0;0;0;0;0
Aberdeen City Central;2021;25-29;M;Cluster;;78;0;10;0;0;0;0;90;18;5;24;0;10;19;0;0;0;0;0;-9.3;;0;;;;;-15.9;5.9;;-7.7;;100;11.8;;;;;;4.7;0;0.6;0;0;0;0;5.5;1.1;0.3;1.5;0;0.6;1.2;0;0;0;0;0
Aberdeen City Central;2021;30-34;M;Cluster;;74;0;5;0;0;0;0;113;26;5;30;0;17;15;0;0;0;0;0;-16.9;;0;;;;;-0.9;-7.1;0;3.4;;-15;-40;;;;;;3.9;0;0.3;0;0;0;0;6;1.4;0.3;1.6;0;0.9;0.8;0;0;0;0;0
Aberdeen City Central;2021;35-39;M;Cluster;;86;5;10;5;0;0;0;135;42;0;30;5;55;30;0;0;0;0;5;-3.4;;0;0;;;;-5.6;27.3;;-14.3;0;0;25;;;;;0;4.7;0.3;0.5;0.3;0;0;0;7.4;2.3;0;1.6;0.3;3;1.6;0;0;0;0;0.3
Aberdeen City Central;2021;40-44;M;Cluster;;110;5;15;5;5;11;0;122;61;5;31;5;83;20;0;0;0;5;5;12.2;0;-11.8;;0;-8.3;;-3.9;1.7;0;14.8;0;5.1;5.3;;;;0;-50;7.3;0.3;1;0.3;0.3;0.7;0;8.1;4.1;0.3;2.1;0.3;5.5;1.3;0;0;0;0.3;0.3
Aberdeen City Central;2021;45-49;M;Cluster;;87;5;13;5;24;26;0;138;95;0;46;5;114;35;0;0;0;0;16;-9.4;0;-18.8;0;14.3;30;;-9.8;14.5;;-6.1;0;-5.8;2.9;;;-100;;23.1;6.5;0.4;1;0.4;1.8;2;0;10.4;7.1;0;3.5;0.4;8.6;2.6;0;0;0;0;1.2
Aberdeen City Central;2021;50-54;M;Cluster;;97;15;27;13;26;46;0;144;112;0;48;14;185;29;0;0;10;0;19;-1;25;-3.6;0;-13.3;-2.1;;2.9;6.7;;6.7;7.7;-6.1;-6.5;;;100;-100;5.6;7.5;1.2;2.1;1;2;3.6;0;11.2;8.7;0;3.7;1.1;14.4;2.3;0;0;0.8;0;1.5
Aberdeen City Central;2021;55-59;M;Cluster;;87;12;47;13;43;94;0;131;139;0;36;14;274;31;0;5;20;10;28;4.8;-14.3;14.6;-7.1;7.5;-2.1;;3.1;-1.4;;-5.3;-12.5;-3.5;19.2;;;-4.8;100;16.7;7.2;1;3.9;1.1;3.6;7.8;0;10.9;11.5;0;3;1.2;22.7;2.6;0;0.4;1.7;0.8;2.3
Aberdeen City Central;2021;60-64;M;Cluster;;82;36;52;32;65;127;0;137;173;0;31;25;309;23;0;5;21;5;42;5.1;12.5;-1.9;-3;-18.8;7.6;-100;4.6;14.6;;19.2;38.9;4;9.5;;0;-30;0;5;7.6;3.3;4.8;3;6;11.8;0;12.7;16;0;2.9;2.3;28.6;2.1;0;0.5;1.9;0.5;3.9
Aberdeen City Central;2021;65-69;M;Cluster;;73;51;73;57;87;142;5;93;186;0;28;30;360;16;0;5;37;10;60;-1.4;4.1;25.9;-1.7;6.1;7.6;0;2.2;3.3;;3.7;3.4;4.7;33.3;;0;23.3;0;1.7;7.8;5.4;7.8;6.1;9.3;15.2;0.5;9.9;19.9;0;3;3.2;38.5;1.7;0;0.5;4;1.1;6.4
Aberdeen City Central;2021;70-74;M;Cluster;;60;64;84;76;87;125;10;49;172;0;24;20;335;10;0;5;41;10;70;11.1;0;-6.7;5.6;-2.2;-7.4;-9.1;-7.5;7.5;;26.3;-13;1.8;-23.1;;0;0;0;6.1;7.7;8.2;10.7;9.7;11.1;15.9;1.3;6.2;21.9;0;3.1;2.6;42.7;1.3;0;0.6;5.2;1.3;8.9
Aberdeen City Central;2021;75-79;M;Cluster;;23;58;71;80;62;117;17;33;102;0;5;27;241;5;5;5;25;5;64;15;-1.7;-2.7;1.3;0;0.9;-10.5;-2.9;4.1;;0;0;3;0;0;0;-10.7;0;-5.9;4.9;12.5;15.3;17.2;13.3;25.2;3.7;7.1;21.9;0;1.1;5.8;51.8;1.1;1.1;1.1;5.4;1.1;13.8
Aberdeen City Central;2021;80-84;M;Cluster;;18;49;73;65;31;80;22;21;66;0;10;18;166;0;0;5;27;5;64;-5.3;4.3;19.7;-9.7;-11.4;-1.2;-15.4;10.5;4.8;;0;5.9;-4;;;0;22.7;0;-3;6.1;16.6;24.7;22;10.5;27;7.4;7.1;22.3;0;3.4;6.1;56.1;0;0;1.7;9.1;1.7;21.6
Aberdeen City Central;2021;85plus;M;Cluster;;16;56;51;80;18;84;31;17;52;0;5;25;154;0;0;10;15;0;52;0;3.7;4.1;-2.4;50;3.7;0;-19;15.6;;0;0;14.1;-100;;-9.1;-16.7;;-3.7;6.6;23.2;21.2;33.2;7.5;34.9;12.9;7.1;21.6;0;2.1;10.4;63.9;0;0;4.1;6.2;0;21.6
Aberdeen City Central;2021;All;M;Cluster;;1093;358;531;433;451;852;85;1276;1259;20;395;185;2306;246;10;43;199;56;428;-3.9;3.5;3.1;-0.9;-2.2;1.5;-9.6;-3.7;6.7;0;2.3;2.2;1.1;1.7;0;7.5;-1.5;1.8;0.9;5.7;1.9;2.8;2.2;2.3;4.4;0.4;6.6;6.5;0.1;2.1;1;12;1.3;0.1;0.2;1;0.3;2.2
Aberdeen City Central;2022;00-04;M;Cluster;;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aberdeen City Central;2022;05-09;M;Cluster;;48;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;29.7;;;;;;;;;;100;;;;;;;;;3.3;0;0;0;0;0;0;0;0;0;0.7;0;0;0;0;0;0;0;0
Aberdeen City Central;2022;10-14;M;Cluster;;72;0;0;0;0;0;0;5;5;0;13;0;0;0;0;0;0;0;0;44;;;;;;;;;;18.2;;;;;;;;;5.4;0;0;0;0;0;0;0.4;0.4;0;1;0;0;0;0;0;0;0;0
Aberdeen City Central;2022;15-19;M;Cluster;;68;0;0;0;0;0;0;14;10;0;23;0;5;5;0;0;0;0;0;51.1;;;;;;;180;100;;76.9;;;;;;;;;5.4;0;0;0;0;0;0;1.1;0.8;0;1.8;0;0.4;0.4;0;0;0;0;0
Aberdeen City Central;2022;20-24;M;Cluster;;121;0;5;0;0;0;0;190;10;5;21;0;5;14;0;0;0;0;0;89.1;;0;;;;;304.3;100;;31.2;;0;40;;;;;;5.5;0;0.2;0;0;0;0;8.7;0.5;0.2;1;0;0.2;0.6;0;0;0;0;0
Aberdeen City Central;2022;25-29;M;Cluster;;127;0;11;0;0;0;0;250;27;5;31;0;15;26;0;0;0;0;0;62.8;;10;;;;;177.8;50;0;29.2;;50;36.8;;;;;;4.1;0;0.4;0;0;0;0;8.1;0.9;0.2;1;0;0.5;0.8;0;0;0;0;0
